mes_planejado,ano_planejado,id_projeto,valor_custo,valor_receita
7,2024,4,215471.88888888888,262892.6666666667
8,2024,4,215471.88888888888,262892.6666666667
9,2024,4,215471.88888888888,262892.6666666667
10,2024,4,215471.88888888888,262892.6666666667
11,2024,4,215471.88888888888,262892.6666666667
12,2024,4,215471.88888888888,262892.6666666667
1,2025,4,215471.88888888888,262892.6666666667
2,2025,4,215471.88888888888,262892.6666666667
2,2023,5,74854.69230769231,90258.57692307692
3,2023,5,74854.69230769231,90258.57692307692
4,2023,5,74854.69230769231,90258.57692307692
5,2023,5,74854.69230769231,90258.57692307692
6,2023,5,74854.69230769231,90258.57692307692
7,2023,5,74854.69230769231,90258.57692307692
8,2023,5,74854.69230769231,90258.57692307692
9,2023,5,74854.69230769231,90258.57692307692
10,2023,5,74854.69230769231,90258.57692307692
11,2023,5,74854.69230769231,90258.57692307692
12,2023,5,74854.69230769231,90258.57692307692
1,2024,5,74854.69230769231,90258.57692307692
2,2024,5,74854.69230769231,90258.57692307692
3,2024,5,74854.69230769231,90258.57692307692
4,2024,5,74854.69230769231,90258.57692307692
5,2024,5,74854.69230769231,90258.57692307692
6,2024,5,74854.69230769231,90258.57692307692
7,2024,5,74854.69230769231,90258.57692307692
8,2024,5,74854.69230769231,90258.57692307692
9,2024,5,74854.69230769231,90258.57692307692
10,2024,5,74854.69230769231,90258.57692307692
11,2024,5,74854.69230769231,90258.57692307692
12,2024,5,74854.69230769231,90258.57692307692
1,2025,5,74854.69230769231,90258.57692307692
2,2025,5,74854.69230769231,90258.57692307692
3,2025,5,74854.69230769231,90258.57692307692
5,2023,6,83719.09090909091,101371.81818181818
6,2023,6,83719.09090909091,101371.81818181818
7,2023,6,83719.09090909091,101371.81818181818
8,2023,6,83719.09090909091,101371.81818181818
9,2023,6,83719.09090909091,101371.81818181818
10,2023,6,83719.09090909091,101371.81818181818
11,2023,6,83719.09090909091,101371.81818181818
12,2023,6,83719.09090909091,101371.81818181818
1,2024,6,83719.09090909091,101371.81818181818
2,2024,6,83719.09090909091,101371.81818181818
3,2024,6,83719.09090909091,101371.81818181818
4,2024,6,83719.09090909091,101371.81818181818
5,2024,6,83719.09090909091,101371.81818181818
6,2024,6,83719.09090909091,101371.81818181818
7,2024,6,83719.09090909091,101371.81818181818
8,2024,6,83719.09090909091,101371.81818181818
9,2024,6,83719.09090909091,101371.81818181818
10,2024,6,83719.09090909091,101371.81818181818
11,2024,6,83719.09090909091,101371.81818181818
12,2024,6,83719.09090909091,101371.81818181818
1,2025,6,83719.09090909091,101371.81818181818
2,2025,6,83719.09090909091,101371.81818181818
5,2024,7,111134.29411764706,127081.29411764706
6,2024,7,111134.29411764706,127081.29411764706
7,2024,7,111134.29411764706,127081.29411764706
8,2024,7,111134.29411764706,127081.29411764706
9,2024,7,111134.29411764706,127081.29411764706
10,2024,7,111134.29411764706,127081.29411764706
11,2024,7,111134.29411764706,127081.29411764706
12,2024,7,111134.29411764706,127081.29411764706
1,2025,7,111134.29411764706,127081.29411764706
2,2025,7,111134.29411764706,127081.29411764706
3,2025,7,111134.29411764706,127081.29411764706
4,2025,7,111134.29411764706,127081.29411764706
5,2025,7,111134.29411764706,127081.29411764706
6,2025,7,111134.29411764706,127081.29411764706
7,2025,7,111134.29411764706,127081.29411764706
8,2025,7,111134.29411764706,127081.29411764706
9,2025,7,111134.29411764706,127081.29411764706
1,2024,8,82437.27272727272,102017.09090909091
2,2024,8,82437.27272727272,102017.09090909091
3,2024,8,82437.27272727272,102017.09090909091
4,2024,8,82437.27272727272,102017.09090909091
5,2024,8,82437.27272727272,102017.09090909091
6,2024,8,82437.27272727272,102017.09090909091
7,2024,8,82437.27272727272,102017.09090909091
8,2024,8,82437.27272727272,102017.09090909091
9,2024,8,82437.27272727272,102017.09090909091
10,2024,8,82437.27272727272,102017.09090909091
11,2024,8,82437.27272727272,102017.09090909091
12,2024,8,82437.27272727272,102017.09090909091
1,2025,8,82437.27272727272,102017.09090909091
2,2025,8,82437.27272727272,102017.09090909091
3,2025,8,82437.27272727272,102017.09090909091
4,2025,8,82437.27272727272,102017.09090909091
5,2025,8,82437.27272727272,102017.09090909091
6,2025,8,82437.27272727272,102017.09090909091
7,2025,8,82437.27272727272,102017.09090909091
8,2025,8,82437.27272727272,102017.09090909091
9,2025,8,82437.27272727272,102017.09090909091
10,2025,8,82437.27272727272,102017.09090909091
1,2024,9,86428.90909090909,102046.04545454546
2,2024,9,86428.90909090909,102046.04545454546
3,2024,9,86428.90909090909,102046.04545454546
4,2024,9,86428.90909090909,102046.04545454546
5,2024,9,86428.90909090909,102046.04545454546
6,2024,9,86428.90909090909,102046.04545454546
7,2024,9,86428.90909090909,102046.04545454546
8,2024,9,86428.90909090909,102046.04545454546
9,2024,9,86428.90909090909,102046.04545454546
10,2024,9,86428.90909090909,102046.04545454546
11,2024,9,86428.90909090909,102046.04545454546
12,2024,9,86428.90909090909,102046.04545454546
1,2025,9,86428.90909090909,102046.04545454546
2,2025,9,86428.90909090909,102046.04545454546
3,2025,9,86428.90909090909,102046.04545454546
4,2025,9,86428.90909090909,102046.04545454546
5,2025,9,86428.90909090909,102046.04545454546
6,2025,9,86428.90909090909,102046.04545454546
7,2025,9,86428.90909090909,102046.04545454546
8,2025,9,86428.90909090909,102046.04545454546
9,2025,9,86428.90909090909,102046.04545454546
10,2025,9,86428.90909090909,102046.04545454546
8,2023,10,72252.46153846153,88566.80769230769
9,2023,10,72252.46153846153,88566.80769230769
10,2023,10,72252.46153846153,88566.80769230769
11,2023,10,72252.46153846153,88566.80769230769
12,2023,10,72252.46153846153,88566.80769230769
1,2024,10,72252.46153846153,88566.80769230769
2,2024,10,72252.46153846153,88566.80769230769
3,2024,10,72252.46153846153,88566.80769230769
4,2024,10,72252.46153846153,88566.80769230769
5,2024,10,72252.46153846153,88566.80769230769
6,2024,10,72252.46153846153,88566.80769230769
7,2024,10,72252.46153846153,88566.80769230769
8,2024,10,72252.46153846153,88566.80769230769
9,2024,10,72252.46153846153,88566.80769230769
10,2024,10,72252.46153846153,88566.80769230769
11,2024,10,72252.46153846153,88566.80769230769
12,2024,10,72252.46153846153,88566.80769230769
1,2025,10,72252.46153846153,88566.80769230769
2,2025,10,72252.46153846153,88566.80769230769
3,2025,10,72252.46153846153,88566.80769230769
4,2025,10,72252.46153846153,88566.80769230769
5,2025,10,72252.46153846153,88566.80769230769
6,2025,10,72252.46153846153,88566.80769230769
7,2025,10,72252.46153846153,88566.80769230769
8,2025,10,72252.46153846153,88566.80769230769
9,2025,10,72252.46153846153,88566.80769230769
6,2023,11,91924.1,110683.6
7,2023,11,91924.1,110683.6
8,2023,11,91924.1,110683.6
9,2023,11,91924.1,110683.6
10,2023,11,91924.1,110683.6
11,2023,11,91924.1,110683.6
12,2023,11,91924.1,110683.6
1,2024,11,91924.1,110683.6
2,2024,11,91924.1,110683.6
3,2024,11,91924.1,110683.6
4,2024,11,91924.1,110683.6
5,2024,11,91924.1,110683.6
6,2024,11,91924.1,110683.6
7,2024,11,91924.1,110683.6
8,2024,11,91924.1,110683.6
9,2024,11,91924.1,110683.6
10,2024,11,91924.1,110683.6
11,2024,11,91924.1,110683.6
12,2024,11,91924.1,110683.6
1,2025,11,91924.1,110683.6
2,2023,12,56959.030303030304,61227.606060606064
3,2023,12,56959.030303030304,61227.606060606064
4,2023,12,56959.030303030304,61227.606060606064
5,2023,12,56959.030303030304,61227.606060606064
6,2023,12,56959.030303030304,61227.606060606064
7,2023,12,56959.030303030304,61227.606060606064
8,2023,12,56959.030303030304,61227.606060606064
9,2023,12,56959.030303030304,61227.606060606064
10,2023,12,56959.030303030304,61227.606060606064
11,2023,12,56959.030303030304,61227.606060606064
12,2023,12,56959.030303030304,61227.606060606064
1,2024,12,56959.030303030304,61227.606060606064
2,2024,12,56959.030303030304,61227.606060606064
3,2024,12,56959.030303030304,61227.606060606064
4,2024,12,56959.030303030304,61227.606060606064
5,2024,12,56959.030303030304,61227.606060606064
6,2024,12,56959.030303030304,61227.606060606064
7,2024,12,56959.030303030304,61227.606060606064
8,2024,12,56959.030303030304,61227.606060606064
9,2024,12,56959.030303030304,61227.606060606064
10,2024,12,56959.030303030304,61227.606060606064
11,2024,12,56959.030303030304,61227.606060606064
12,2024,12,56959.030303030304,61227.606060606064
1,2025,12,56959.030303030304,61227.606060606064
2,2025,12,56959.030303030304,61227.606060606064
3,2025,12,56959.030303030304,61227.606060606064
4,2025,12,56959.030303030304,61227.606060606064
5,2025,12,56959.030303030304,61227.606060606064
6,2025,12,56959.030303030304,61227.606060606064
7,2025,12,56959.030303030304,61227.606060606064
8,2025,12,56959.030303030304,61227.606060606064
9,2025,12,56959.030303030304,61227.606060606064
10,2025,12,56959.030303030304,61227.606060606064
3,2023,13,63168.4,75594.33333333333
4,2023,13,63168.4,75594.33333333333
5,2023,13,63168.4,75594.33333333333
6,2023,13,63168.4,75594.33333333333
7,2023,13,63168.4,75594.33333333333
8,2023,13,63168.4,75594.33333333333
9,2023,13,63168.4,75594.33333333333
10,2023,13,63168.4,75594.33333333333
11,2023,13,63168.4,75594.33333333333
12,2023,13,63168.4,75594.33333333333
1,2024,13,63168.4,75594.33333333333
2,2024,13,63168.4,75594.33333333333
3,2024,13,63168.4,75594.33333333333
4,2024,13,63168.4,75594.33333333333
5,2024,13,63168.4,75594.33333333333
6,2024,13,63168.4,75594.33333333333
7,2024,13,63168.4,75594.33333333333
8,2024,13,63168.4,75594.33333333333
9,2024,13,63168.4,75594.33333333333
10,2024,13,63168.4,75594.33333333333
11,2024,13,63168.4,75594.33333333333
12,2024,13,63168.4,75594.33333333333
1,2025,13,63168.4,75594.33333333333
2,2025,13,63168.4,75594.33333333333
3,2025,13,63168.4,75594.33333333333
4,2025,13,63168.4,75594.33333333333
5,2025,13,63168.4,75594.33333333333
6,2025,13,63168.4,75594.33333333333
7,2025,13,63168.4,75594.33333333333
8,2025,13,63168.4,75594.33333333333
4,2023,14,74443.0,90692.68
5,2023,14,74443.0,90692.68
6,2023,14,74443.0,90692.68
7,2023,14,74443.0,90692.68
8,2023,14,74443.0,90692.68
9,2023,14,74443.0,90692.68
10,2023,14,74443.0,90692.68
11,2023,14,74443.0,90692.68
12,2023,14,74443.0,90692.68
1,2024,14,74443.0,90692.68
2,2024,14,74443.0,90692.68
3,2024,14,74443.0,90692.68
4,2024,14,74443.0,90692.68
5,2024,14,74443.0,90692.68
6,2024,14,74443.0,90692.68
7,2024,14,74443.0,90692.68
8,2024,14,74443.0,90692.68
9,2024,14,74443.0,90692.68
10,2024,14,74443.0,90692.68
11,2024,14,74443.0,90692.68
12,2024,14,74443.0,90692.68
1,2025,14,74443.0,90692.68
2,2025,14,74443.0,90692.68
3,2025,14,74443.0,90692.68
4,2025,14,74443.0,90692.68
9,2023,15,83068.30434782608,88899.56521739131
10,2023,15,83068.30434782608,88899.56521739131
11,2023,15,83068.30434782608,88899.56521739131
12,2023,15,83068.30434782608,88899.56521739131
1,2024,15,83068.30434782608,88899.56521739131
2,2024,15,83068.30434782608,88899.56521739131
3,2024,15,83068.30434782608,88899.56521739131
4,2024,15,83068.30434782608,88899.56521739131
5,2024,15,83068.30434782608,88899.56521739131
6,2024,15,83068.30434782608,88899.56521739131
7,2024,15,83068.30434782608,88899.56521739131
8,2024,15,83068.30434782608,88899.56521739131
9,2024,15,83068.30434782608,88899.56521739131
10,2024,15,83068.30434782608,88899.56521739131
11,2024,15,83068.30434782608,88899.56521739131
12,2024,15,83068.30434782608,88899.56521739131
1,2025,15,83068.30434782608,88899.56521739131
2,2025,15,83068.30434782608,88899.56521739131
3,2025,15,83068.30434782608,88899.56521739131
4,2025,15,83068.30434782608,88899.56521739131
5,2025,15,83068.30434782608,88899.56521739131
6,2025,15,83068.30434782608,88899.56521739131
7,2025,15,83068.30434782608,88899.56521739131
1,2023,16,66033.10344827586,69209.0
2,2023,16,66033.10344827586,69209.0
3,2023,16,66033.10344827586,69209.0
4,2023,16,66033.10344827586,69209.0
5,2023,16,66033.10344827586,69209.0
6,2023,16,66033.10344827586,69209.0
7,2023,16,66033.10344827586,69209.0
8,2023,16,66033.10344827586,69209.0
9,2023,16,66033.10344827586,69209.0
10,2023,16,66033.10344827586,69209.0
11,2023,16,66033.10344827586,69209.0
12,2023,16,66033.10344827586,69209.0
1,2024,16,66033.10344827586,69209.0
2,2024,16,66033.10344827586,69209.0
3,2024,16,66033.10344827586,69209.0
4,2024,16,66033.10344827586,69209.0
5,2024,16,66033.10344827586,69209.0
6,2024,16,66033.10344827586,69209.0
7,2024,16,66033.10344827586,69209.0
8,2024,16,66033.10344827586,69209.0
9,2024,16,66033.10344827586,69209.0
10,2024,16,66033.10344827586,69209.0
11,2024,16,66033.10344827586,69209.0
12,2024,16,66033.10344827586,69209.0
1,2025,16,66033.10344827586,69209.0
2,2025,16,66033.10344827586,69209.0
3,2025,16,66033.10344827586,69209.0
4,2025,16,66033.10344827586,69209.0
5,2025,16,66033.10344827586,69209.0
9,2023,17,83896.54545454546,106509.5
10,2023,17,83896.54545454546,106509.5
11,2023,17,83896.54545454546,106509.5
12,2023,17,83896.54545454546,106509.5
1,2024,17,83896.54545454546,106509.5
2,2024,17,83896.54545454546,106509.5
3,2024,17,83896.54545454546,106509.5
4,2024,17,83896.54545454546,106509.5
5,2024,17,83896.54545454546,106509.5
6,2024,17,83896.54545454546,106509.5
7,2024,17,83896.54545454546,106509.5
8,2024,17,83896.54545454546,106509.5
9,2024,17,83896.54545454546,106509.5
10,2024,17,83896.54545454546,106509.5
11,2024,17,83896.54545454546,106509.5
12,2024,17,83896.54545454546,106509.5
1,2025,17,83896.54545454546,106509.5
2,2025,17,83896.54545454546,106509.5
3,2025,17,83896.54545454546,106509.5
4,2025,17,83896.54545454546,106509.5
5,2025,17,83896.54545454546,106509.5
6,2025,17,83896.54545454546,106509.5
8,2024,18,239634.75,299730.75
9,2024,18,239634.75,299730.75
10,2024,18,239634.75,299730.75
11,2024,18,239634.75,299730.75
12,2024,18,239634.75,299730.75
1,2025,18,239634.75,299730.75
2,2025,18,239634.75,299730.75
3,2025,18,239634.75,299730.75
2,2024,19,86256.39130434782,93143.95652173914
3,2024,19,86256.39130434782,93143.95652173914
4,2024,19,86256.39130434782,93143.95652173914
5,2024,19,86256.39130434782,93143.95652173914
6,2024,19,86256.39130434782,93143.95652173914
7,2024,19,86256.39130434782,93143.95652173914
8,2024,19,86256.39130434782,93143.95652173914
9,2024,19,86256.39130434782,93143.95652173914
10,2024,19,86256.39130434782,93143.95652173914
11,2024,19,86256.39130434782,93143.95652173914
12,2024,19,86256.39130434782,93143.95652173914
1,2025,19,86256.39130434782,93143.95652173914
2,2025,19,86256.39130434782,93143.95652173914
3,2025,19,86256.39130434782,93143.95652173914
4,2025,19,86256.39130434782,93143.95652173914
5,2025,19,86256.39130434782,93143.95652173914
6,2025,19,86256.39130434782,93143.95652173914
7,2025,19,86256.39130434782,93143.95652173914
8,2025,19,86256.39130434782,93143.95652173914
9,2025,19,86256.39130434782,93143.95652173914
10,2025,19,86256.39130434782,93143.95652173914
11,2025,19,86256.39130434782,93143.95652173914
12,2025,19,86256.39130434782,93143.95652173914
5,2023,20,84895.91304347826,105458.34782608696
6,2023,20,84895.91304347826,105458.34782608696
7,2023,20,84895.91304347826,105458.34782608696
8,2023,20,84895.91304347826,105458.34782608696
9,2023,20,84895.91304347826,105458.34782608696
10,2023,20,84895.91304347826,105458.34782608696
11,2023,20,84895.91304347826,105458.34782608696
12,2023,20,84895.91304347826,105458.34782608696
1,2024,20,84895.91304347826,105458.34782608696
2,2024,20,84895.91304347826,105458.34782608696
3,2024,20,84895.91304347826,105458.34782608696
4,2024,20,84895.91304347826,105458.34782608696
5,2024,20,84895.91304347826,105458.34782608696
6,2024,20,84895.91304347826,105458.34782608696
7,2024,20,84895.91304347826,105458.34782608696
8,2024,20,84895.91304347826,105458.34782608696
9,2024,20,84895.91304347826,105458.34782608696
10,2024,20,84895.91304347826,105458.34782608696
11,2024,20,84895.91304347826,105458.34782608696
12,2024,20,84895.91304347826,105458.34782608696
1,2025,20,84895.91304347826,105458.34782608696
2,2025,20,84895.91304347826,105458.34782608696
3,2025,20,84895.91304347826,105458.34782608696
11,2023,21,109847.38888888889,127489.16666666667
12,2023,21,109847.38888888889,127489.16666666667
1,2024,21,109847.38888888889,127489.16666666667
2,2024,21,109847.38888888889,127489.16666666667
3,2024,21,109847.38888888889,127489.16666666667
4,2024,21,109847.38888888889,127489.16666666667
5,2024,21,109847.38888888889,127489.16666666667
6,2024,21,109847.38888888889,127489.16666666667
7,2024,21,109847.38888888889,127489.16666666667
8,2024,21,109847.38888888889,127489.16666666667
9,2024,21,109847.38888888889,127489.16666666667
10,2024,21,109847.38888888889,127489.16666666667
11,2024,21,109847.38888888889,127489.16666666667
12,2024,21,109847.38888888889,127489.16666666667
1,2025,21,109847.38888888889,127489.16666666667
2,2025,21,109847.38888888889,127489.16666666667
3,2025,21,109847.38888888889,127489.16666666667
4,2025,21,109847.38888888889,127489.16666666667
3,2023,22,73502.23076923077,79717.80769230769
4,2023,22,73502.23076923077,79717.80769230769
5,2023,22,73502.23076923077,79717.80769230769
6,2023,22,73502.23076923077,79717.80769230769
7,2023,22,73502.23076923077,79717.80769230769
8,2023,22,73502.23076923077,79717.80769230769
9,2023,22,73502.23076923077,79717.80769230769
10,2023,22,73502.23076923077,79717.80769230769
11,2023,22,73502.23076923077,79717.80769230769
12,2023,22,73502.23076923077,79717.80769230769
1,2024,22,73502.23076923077,79717.80769230769
2,2024,22,73502.23076923077,79717.80769230769
3,2024,22,73502.23076923077,79717.80769230769
4,2024,22,73502.23076923077,79717.80769230769
5,2024,22,73502.23076923077,79717.80769230769
6,2024,22,73502.23076923077,79717.80769230769
7,2024,22,73502.23076923077,79717.80769230769
8,2024,22,73502.23076923077,79717.80769230769
9,2024,22,73502.23076923077,79717.80769230769
10,2024,22,73502.23076923077,79717.80769230769
11,2024,22,73502.23076923077,79717.80769230769
12,2024,22,73502.23076923077,79717.80769230769
1,2025,22,73502.23076923077,79717.80769230769
2,2025,22,73502.23076923077,79717.80769230769
3,2025,22,73502.23076923077,79717.80769230769
4,2025,22,73502.23076923077,79717.80769230769
3,2023,23,66271.24137931035,72400.72413793103
4,2023,23,66271.24137931035,72400.72413793103
5,2023,23,66271.24137931035,72400.72413793103
6,2023,23,66271.24137931035,72400.72413793103
7,2023,23,66271.24137931035,72400.72413793103
8,2023,23,66271.24137931035,72400.72413793103
9,2023,23,66271.24137931035,72400.72413793103
10,2023,23,66271.24137931035,72400.72413793103
11,2023,23,66271.24137931035,72400.72413793103
12,2023,23,66271.24137931035,72400.72413793103
1,2024,23,66271.24137931035,72400.72413793103
2,2024,23,66271.24137931035,72400.72413793103
3,2024,23,66271.24137931035,72400.72413793103
4,2024,23,66271.24137931035,72400.72413793103
5,2024,23,66271.24137931035,72400.72413793103
6,2024,23,66271.24137931035,72400.72413793103
7,2024,23,66271.24137931035,72400.72413793103
8,2024,23,66271.24137931035,72400.72413793103
9,2024,23,66271.24137931035,72400.72413793103
10,2024,23,66271.24137931035,72400.72413793103
11,2024,23,66271.24137931035,72400.72413793103
12,2024,23,66271.24137931035,72400.72413793103
1,2025,23,66271.24137931035,72400.72413793103
2,2025,23,66271.24137931035,72400.72413793103
3,2025,23,66271.24137931035,72400.72413793103
4,2025,23,66271.24137931035,72400.72413793103
5,2025,23,66271.24137931035,72400.72413793103
6,2025,23,66271.24137931035,72400.72413793103
7,2025,23,66271.24137931035,72400.72413793103
4,2023,24,72648.32,96800.36
5,2023,24,72648.32,96800.36
6,2023,24,72648.32,96800.36
7,2023,24,72648.32,96800.36
8,2023,24,72648.32,96800.36
9,2023,24,72648.32,96800.36
10,2023,24,72648.32,96800.36
11,2023,24,72648.32,96800.36
12,2023,24,72648.32,96800.36
1,2024,24,72648.32,96800.36
2,2024,24,72648.32,96800.36
3,2024,24,72648.32,96800.36
4,2024,24,72648.32,96800.36
5,2024,24,72648.32,96800.36
6,2024,24,72648.32,96800.36
7,2024,24,72648.32,96800.36
8,2024,24,72648.32,96800.36
9,2024,24,72648.32,96800.36
10,2024,24,72648.32,96800.36
11,2024,24,72648.32,96800.36
12,2024,24,72648.32,96800.36
1,2025,24,72648.32,96800.36
2,2025,24,72648.32,96800.36
3,2025,24,72648.32,96800.36
4,2025,24,72648.32,96800.36
5,2024,25,196532.2,209886.6
6,2024,25,196532.2,209886.6
7,2024,25,196532.2,209886.6
8,2024,25,196532.2,209886.6
9,2024,25,196532.2,209886.6
10,2024,25,196532.2,209886.6
11,2024,25,196532.2,209886.6
12,2024,25,196532.2,209886.6
1,2025,25,196532.2,209886.6
2,2025,25,196532.2,209886.6
3,2023,26,66591.13333333333,68557.0
4,2023,26,66591.13333333333,68557.0
5,2023,26,66591.13333333333,68557.0
6,2023,26,66591.13333333333,68557.0
7,2023,26,66591.13333333333,68557.0
8,2023,26,66591.13333333333,68557.0
9,2023,26,66591.13333333333,68557.0
10,2023,26,66591.13333333333,68557.0
11,2023,26,66591.13333333333,68557.0
12,2023,26,66591.13333333333,68557.0
1,2024,26,66591.13333333333,68557.0
2,2024,26,66591.13333333333,68557.0
3,2024,26,66591.13333333333,68557.0
4,2024,26,66591.13333333333,68557.0
5,2024,26,66591.13333333333,68557.0
6,2024,26,66591.13333333333,68557.0
7,2024,26,66591.13333333333,68557.0
8,2024,26,66591.13333333333,68557.0
9,2024,26,66591.13333333333,68557.0
10,2024,26,66591.13333333333,68557.0
11,2024,26,66591.13333333333,68557.0
12,2024,26,66591.13333333333,68557.0
1,2025,26,66591.13333333333,68557.0
2,2025,26,66591.13333333333,68557.0
3,2025,26,66591.13333333333,68557.0
4,2025,26,66591.13333333333,68557.0
5,2025,26,66591.13333333333,68557.0
6,2025,26,66591.13333333333,68557.0
7,2025,26,66591.13333333333,68557.0
8,2025,26,66591.13333333333,68557.0
7,2024,27,123769.8,157500.2
8,2024,27,123769.8,157500.2
9,2024,27,123769.8,157500.2
10,2024,27,123769.8,157500.2
11,2024,27,123769.8,157500.2
12,2024,27,123769.8,157500.2
1,2025,27,123769.8,157500.2
2,2025,27,123769.8,157500.2
3,2025,27,123769.8,157500.2
4,2025,27,123769.8,157500.2
5,2025,27,123769.8,157500.2
6,2025,27,123769.8,157500.2
7,2025,27,123769.8,157500.2
8,2025,27,123769.8,157500.2
9,2025,27,123769.8,157500.2
4,2024,28,104811.44444444444,136973.88888888888
5,2024,28,104811.44444444444,136973.88888888888
6,2024,28,104811.44444444444,136973.88888888888
7,2024,28,104811.44444444444,136973.88888888888
8,2024,28,104811.44444444444,136973.88888888888
9,2024,28,104811.44444444444,136973.88888888888
10,2024,28,104811.44444444444,136973.88888888888
11,2024,28,104811.44444444444,136973.88888888888
12,2024,28,104811.44444444444,136973.88888888888
1,2025,28,104811.44444444444,136973.88888888888
2,2025,28,104811.44444444444,136973.88888888888
3,2025,28,104811.44444444444,136973.88888888888
4,2025,28,104811.44444444444,136973.88888888888
5,2025,28,104811.44444444444,136973.88888888888
6,2025,28,104811.44444444444,136973.88888888888
7,2025,28,104811.44444444444,136973.88888888888
8,2025,28,104811.44444444444,136973.88888888888
9,2025,28,104811.44444444444,136973.88888888888
10,2023,29,78477.88,86505.04
11,2023,29,78477.88,86505.04
12,2023,29,78477.88,86505.04
1,2024,29,78477.88,86505.04
2,2024,29,78477.88,86505.04
3,2024,29,78477.88,86505.04
4,2024,29,78477.88,86505.04
5,2024,29,78477.88,86505.04
6,2024,29,78477.88,86505.04
7,2024,29,78477.88,86505.04
8,2024,29,78477.88,86505.04
9,2024,29,78477.88,86505.04
10,2024,29,78477.88,86505.04
11,2024,29,78477.88,86505.04
12,2024,29,78477.88,86505.04
1,2025,29,78477.88,86505.04
2,2025,29,78477.88,86505.04
3,2025,29,78477.88,86505.04
4,2025,29,78477.88,86505.04
5,2025,29,78477.88,86505.04
6,2025,29,78477.88,86505.04
7,2025,29,78477.88,86505.04
8,2025,29,78477.88,86505.04
9,2025,29,78477.88,86505.04
10,2025,29,78477.88,86505.04
11,2023,30,72552.16,91530.4
12,2023,30,72552.16,91530.4
1,2024,30,72552.16,91530.4
2,2024,30,72552.16,91530.4
3,2024,30,72552.16,91530.4
4,2024,30,72552.16,91530.4
5,2024,30,72552.16,91530.4
6,2024,30,72552.16,91530.4
