data_apontamento,codigo_matricula_colaborador_apontado,codigo_filial_apontada,codigo_projeto_apontado,codigo_cliente_projeto,codigo_segmento_mercado,indicador_tipo_hora_trabalhada,quantidade_horas_trabalhadas,tipo_despesa_apontada,valor_despesa_apontada
09/09/2024,665,F2,213,51,2,HE,7.49,4,83.41
11/09/2024,411,F2,36,53,7,HN,7.5,3,133.21
08/09/2024,116,F2,188,65,4,HN,7.51,3,11.43
11/09/2024,239,F3,198,35,6,HN,1.95,2,62.29
17/09/2024,574,F3,48,49,2,HE,5.25,1,133.69
25/09/2024,281,F3,25,23,1,HN,1.25,4,148.8
04/09/2024,490,M1,206,86,5,HE,7.24,4,92.86
03/09/2024,768,F3,149,12,7,HE,2.89,4,71.27
21/09/2024,629,F3,214,55,7,HN,3.79,5,2.5
01/09/2024,870,M1,170,90,5,HE,7.2,1,108.56
27/09/2024,109,M1,113,3,6,HN,6.12,1,136.49
25/09/2024,933,F2,146,34,3,HN,3.58,4,106.93
21/09/2024,296,F3,214,50,6,HE,5.11,3,104.4
28/09/2024,764,F2,127,95,3,HN,2.71,4,130.29
05/09/2024,332,F3,218,87,6,HE,4.51,4,126.86
01/09/2024,847,F2,153,34,7,HN,1.42,3,6.24
13/09/2024,71,M1,152,12,4,HE,4.74,2,61.29
22/09/2024,368,M1,154,75,5,HN,7.98,3,141.61
18/09/2024,589,M1,13,3,1,HE,6.53,1,25.67
20/09/2024,271,F3,82,63,5,HN,5.2,4,50.22
13/09/2024,447,F3,210,86,7,HE,5.99,2,26.34
02/09/2024,756,F3,206,91,1,HE,5.14,3,137.64
20/09/2024,776,F2,52,19,3,HE,5.09,1,78.21
29/09/2024,782,F2,136,15,3,HN,4.22,5,67.28
27/09/2024,46,M1,92,22,1,HN,5.33,4,77.2
28/09/2024,221,M1,171,39,6,HN,3.19,1,86.01
13/09/2024,340,F2,6,49,5,HN,5.29,3,88.99
25/09/2024,150,M1,219,85,7,HE,6.9,4,63.55
05/09/2024,452,M1,197,89,3,HE,1.69,5,88.38
15/09/2024,256,M1,116,19,3,HN,7.94,4,6.24
23/09/2024,279,F2,15,24,2,HN,3.68,4,59.27
16/09/2024,416,F2,86,47,5,HE,5.89,5,82.47
28/09/2024,44,F3,81,1,1,HE,6.78,5,7.27
27/09/2024,230,F3,147,25,4,HN,3.2,2,136.54
20/09/2024,938,F2,241,69,1,HN,5.37,5,46.52
20/09/2024,145,M1,233,97,3,HN,6.53,4,126.15
01/09/2024,88,F2,88,89,1,HE,3.39,5,103.99
02/09/2024,179,F2,132,56,3,HE,3.34,3,117.88
28/09/2024,680,M1,240,12,5,HE,6.84,3,140.72
17/09/2024,403,M1,245,59,3,HE,7.64,3,67.73
19/09/2024,458,M1,178,22,6,HE,2.33,1,90.77
01/09/2024,764,F3,71,90,2,HN,5.68,3,26.81
04/09/2024,490,F3,235,40,2,HN,6.47,2,37.06
16/09/2024,603,F3,126,21,2,HN,2.77,1,10.25
29/09/2024,494,M1,159,81,2,HE,3.01,2,58.93
04/09/2024,227,F3,222,92,6,HE,7.97,1,50.07
12/09/2024,959,F3,65,71,1,HN,6.3,3,85.31
04/09/2024,196,M1,69,21,6,HN,2.56,3,52.92
16/09/2024,943,F2,152,78,1,HE,1.01,5,145.37
29/09/2024,956,F2,38,84,4,HE,6.66,5,4.5
29/09/2024,78,F3,6,27,6,HN,7.84,5,72.69
20/09/2024,139,F2,172,40,1,HE,5.39,1,135.53
27/09/2024,224,F2,239,91,1,HN,3.01,5,48.09
10/09/2024,307,F3,4,53,7,HE,5.19,4,10.88
08/09/2024,61,F3,53,66,5,HE,2.82,2,84.81
14/09/2024,431,F3,99,61,1,HN,5.47,2,65.56
09/09/2024,358,F3,194,79,2,HN,5.05,4,34.98
18/09/2024,656,F2,191,4,1,HE,4.19,4,114.91
24/09/2024,633,M1,82,76,7,HE,2.12,2,124.27
17/09/2024,273,F3,31,73,6,HN,1.26,3,41.56
18/09/2024,87,M1,21,21,5,HN,4.41,5,77.67
22/09/2024,673,F2,125,2,3,HN,1.97,1,131.71
27/09/2024,866,M1,146,82,6,HN,3.37,1,80.15
27/09/2024,439,F2,163,62,1,HN,3.51,5,6.4
20/09/2024,94,F3,233,24,4,HE,4.42,1,68.35
24/09/2024,831,F3,12,100,5,HE,1.29,5,106.64
10/09/2024,407,M1,126,100,4,HN,1.94,2,83.19
29/09/2024,603,F2,132,92,1,HN,5.85,2,50.42
28/09/2024,252,F2,87,56,3,HE,7.55,2,13.15
19/09/2024,760,M1,157,32,5,HN,6.99,2,131.31
09/09/2024,366,F2,231,61,3,HN,7.66,2,59.07
10/09/2024,829,F2,130,39,3,HE,6.12,5,52.53
09/09/2024,808,F2,200,29,3,HN,3.67,2,47.31
25/09/2024,343,F2,107,53,5,HN,4.34,2,126.49
04/09/2024,581,F2,52,35,2,HE,2.38,4,46.83
26/09/2024,329,F2,177,42,5,HN,3.52,5,114.02
13/09/2024,698,F2,65,44,7,HE,7.68,3,65.76
14/09/2024,654,F3,190,90,3,HN,4.25,4,98.44
20/09/2024,170,F3,237,75,7,HE,4.58,4,16.31
24/09/2024,379,F3,232,4,2,HN,4.28,3,123.81
04/09/2024,877,M1,92,100,4,HE,3.26,4,100.29
05/09/2024,853,F2,108,51,7,HE,4.35,3,117.2
29/09/2024,373,F3,11,99,5,HN,1.89,2,22.37
18/09/2024,497,M1,217,87,1,HN,2.11,5,108.12
15/09/2024,764,F2,38,5,2,HE,2.21,5,134.32
02/09/2024,345,M1,149,43,7,HE,2.76,2,127.0
15/09/2024,162,F2,9,83,3,HN,6.96,4,9.62
06/09/2024,588,F2,160,53,6,HN,3.31,2,146.25
17/09/2024,87,F3,47,2,1,HN,7.94,4,139.51
06/09/2024,950,F3,19,13,7,HN,6.3,2,139.59
23/09/2024,939,M1,43,24,2,HN,6.95,1,9.01
02/09/2024,38,M1,242,82,7,HE,2.51,1,11.34
19/09/2024,111,F2,120,51,7,HN,4.37,5,30.6
05/09/2024,889,F2,3,5,2,HE,3.31,5,116.86
02/09/2024,644,F3,149,85,2,HE,6.83,2,110.0
02/09/2024,496,F2,178,1,7,HE,7.75,2,142.54
06/09/2024,292,F3,10,47,5,HN,2.17,3,37.67
18/09/2024,471,F2,192,49,1,HN,3.82,5,36.95
09/09/2024,413,F2,183,32,1,HE,3.81,1,8.25
01/09/2024,76,F3,5,46,7,HN,4.45,2,13.12
10/09/2024,494,F3,56,54,2,HN,2.03,3,22.99
01/09/2024,137,F2,47,32,4,HE,4.71,2,57.65
25/09/2024,709,F2,54,96,1,HE,7.46,4,113.39
21/09/2024,372,F3,198,79,4,HE,4.23,4,137.67
11/09/2024,56,F3,241,42,5,HN,3.48,3,28.3
15/09/2024,229,F3,200,42,2,HN,4.23,3,3.8
14/09/2024,134,F2,92,27,6,HN,3.86,4,55.38
23/09/2024,441,M1,171,36,2,HN,2.77,5,36.61
28/09/2024,481,F2,81,16,2,HE,2.85,2,66.16
20/09/2024,77,F3,1,82,5,HN,6.63,3,141.67
17/09/2024,685,M1,33,1,6,HN,4.44,4,121.7
27/09/2024,750,M1,77,7,1,HE,1.62,4,42.43
27/09/2024,933,M1,169,26,4,HE,1.98,3,69.73
03/09/2024,561,M1,113,56,3,HE,2.87,3,46.76
09/09/2024,216,F2,196,27,3,HE,2.76,3,51.76
27/09/2024,277,M1,59,3,2,HN,7.69,3,81.36
02/09/2024,49,M1,20,15,2,HE,2.72,4,56.65
15/09/2024,792,M1,168,98,5,HN,1.59,4,45.2
19/09/2024,711,F3,186,6,5,HN,2.41,1,148.03
10/09/2024,547,F3,240,74,5,HE,4.68,4,24.16
06/09/2024,727,F2,81,41,4,HN,2.28,5,75.12
20/09/2024,651,M1,169,61,7,HE,4.35,2,63.4
12/09/2024,537,F3,230,88,7,HN,3.87,2,111.53
24/09/2024,852,M1,158,49,2,HN,7.96,4,61.79
03/09/2024,586,F2,182,42,6,HN,4.87,2,120.79
16/09/2024,259,F2,85,52,4,HN,2.8,4,53.86
21/09/2024,393,M1,57,78,2,HN,5.79,3,56.16
09/09/2024,289,F2,36,51,3,HE,5.93,4,102.97
14/09/2024,284,F2,161,14,1,HN,4.97,1,37.51
12/09/2024,472,M1,18,27,3,HE,5.93,5,99.23
17/09/2024,15,M1,216,26,6,HE,3.34,5,101.01
19/09/2024,57,F2,9,84,1,HE,1.28,2,142.36
12/09/2024,111,M1,87,17,6,HN,4.98,5,104.22
06/09/2024,957,F3,248,80,5,HE,1.67,3,10.27
12/09/2024,698,F3,213,73,4,HN,6.56,2,137.37
13/09/2024,362,F2,161,55,3,HN,5.37,3,81.61
17/09/2024,951,M1,122,27,4,HN,3.9,1,24.72
12/09/2024,616,F2,64,55,7,HE,5.03,4,20.13
08/09/2024,170,F3,27,8,1,HN,2.33,5,111.22
13/09/2024,717,F3,9,16,7,HE,3.9,3,143.1
12/09/2024,554,F2,37,66,6,HE,6.84,5,72.23
12/09/2024,842,M1,160,35,2,HE,6.51,3,125.45
12/09/2024,915,F3,49,23,3,HN,4.17,3,81.17
22/09/2024,538,M1,159,84,3,HE,6.23,2,17.98
22/09/2024,722,M1,234,34,1,HE,4.16,4,18.09
12/09/2024,733,F3,198,26,2,HN,4.16,4,14.83
24/09/2024,497,F2,196,97,2,HN,7.79,3,27.34
15/09/2024,93,F2,219,84,4,HE,7.51,1,54.15
07/09/2024,742,F2,173,20,7,HE,4.24,5,97.03
19/09/2024,552,F2,34,64,5,HE,3.72,5,72.66
21/09/2024,12,F2,162,26,3,HN,2.33,3,38.53
13/09/2024,518,F3,232,70,1,HN,6.36,5,102.98
04/09/2024,334,F2,220,80,3,HN,2.83,4,130.07
15/09/2024,248,F2,41,100,4,HN,5.24,4,86.41
16/09/2024,82,F3,88,29,1,HN,7.42,5,48.8
11/09/2024,222,M1,250,10,1,HE,4.76,5,21.38
28/09/2024,92,F3,11,50,5,HE,6.19,4,86.09
19/09/2024,544,M1,242,87,6,HN,2.13,3,146.42
14/09/2024,420,M1,168,82,7,HE,5.81,4,121.29
22/09/2024,780,F3,38,37,4,HE,7.86,5,121.57
17/09/2024,470,F3,58,86,6,HN,4.87,2,25.46
19/09/2024,136,F3,217,49,1,HE,5.14,4,33.34
15/09/2024,953,M1,85,31,7,HN,4.19,5,9.07
20/09/2024,841,F3,238,5,4,HN,2.15,5,81.17
24/09/2024,331,F2,197,59,7,HE,1.51,2,55.48
11/09/2024,95,F3,114,96,1,HN,6.05,2,23.69
13/09/2024,110,M1,246,94,1,HE,5.17,2,134.9
05/09/2024,541,M1,136,69,4,HN,4.0,5,77.02
01/09/2024,891,F3,199,42,5,HN,1.42,5,85.1
17/09/2024,500,F2,41,96,3,HN,1.2,2,28.42
17/09/2024,328,F3,165,39,1,HN,7.11,4,40.58
06/09/2024,650,F3,67,100,5,HN,7.71,4,40.2
10/09/2024,540,F3,11,56,2,HE,7.42,2,107.52
18/09/2024,562,F3,45,60,1,HN,4.28,5,92.56
08/09/2024,337,F2,213,68,4,HN,1.18,2,109.68
10/09/2024,749,F3,216,14,1,HE,3.3,4,119.2
29/09/2024,104,F2,102,2,7,HE,1.51,1,122.69
02/09/2024,306,F2,239,82,7,HN,4.85,5,12.89
11/09/2024,138,F2,190,83,7,HN,7.9,4,58.88
03/09/2024,667,F2,50,25,1,HN,6.02,4,4.19
02/09/2024,510,M1,121,84,6,HE,4.93,4,9.22
04/09/2024,205,F3,103,10,3,HE,3.73,4,91.64
14/09/2024,111,F3,176,83,7,HN,3.1,4,108.12
29/09/2024,707,F3,229,15,7,HN,2.63,5,18.54
09/09/2024,25,F3,191,96,1,HE,7.61,5,40.16
23/09/2024,867,F3,57,20,4,HN,3.24,4,58.86
07/09/2024,546,F3,230,54,4,HN,4.61,2,118.5
07/09/2024,51,F3,53,89,6,HN,3.81,1,132.09
25/09/2024,722,F2,168,75,5,HN,5.76,1,114.09
15/09/2024,297,F3,244,7,6,HE,1.43,3,94.42
07/09/2024,695,M1,217,16,6,HN,7.01,5,28.06
10/09/2024,105,F3,216,69,5,HE,2.56,2,101.48
26/09/2024,32,M1,57,98,7,HN,7.82,5,85.11
03/09/2024,576,F3,67,38,5,HN,3.7,3,66.51
13/09/2024,835,M1,208,69,7,HE,1.99,5,62.33
19/09/2024,791,F2,240,28,6,HN,3.71,1,22.33
22/09/2024,199,F3,88,16,4,HE,7.43,5,83.47
02/09/2024,570,F2,151,67,5,HN,4.6,3,55.62
06/09/2024,635,F2,80,84,6,HE,5.61,5,105.42
27/09/2024,809,F3,115,48,4,HN,5.74,3,27.97
20/09/2024,804,F2,38,5,5,HN,1.72,1,88.57
05/09/2024,284,F2,118,5,2,HE,1.9,4,2.7
09/09/2024,794,F2,142,36,3,HN,1.57,5,148.11
16/09/2024,105,F2,217,32,5,HN,7.32,2,89.9
01/09/2024,61,F2,87,32,5,HN,7.92,3,86.8
21/09/2024,834,M1,79,100,4,HN,2.46,5,138.39
13/09/2024,855,F3,202,93,1,HE,5.58,1,26.79
15/09/2024,858,M1,52,26,5,HN,7.94,4,76.39
05/09/2024,358,F3,47,20,1,HN,1.34,3,58.98
14/09/2024,32,M1,17,46,6,HE,3.62,1,12.39
21/09/2024,919,F2,39,17,5,HE,2.35,5,50.53
19/09/2024,120,M1,128,29,5,HN,2.97,1,77.67
18/09/2024,765,F3,10,48,3,HE,4.65,1,28.83
03/09/2024,946,M1,10,83,1,HE,3.33,5,52.76
13/09/2024,676,F3,95,34,5,HN,2.98,2,69.16
18/09/2024,584,F3,169,68,6,HE,4.74,4,117.0
16/09/2024,123,F2,131,24,1,HE,2.23,5,5.15
29/09/2024,814,F2,32,99,2,HE,5.1,2,137.52
13/09/2024,475,F3,155,99,2,HE,2.07,4,42.16
15/09/2024,554,M1,168,68,4,HE,1.36,4,84.6
04/09/2024,476,M1,137,55,2,HE,5.39,2,96.61
02/09/2024,616,F3,199,83,3,HN,3.91,2,6.69
16/09/2024,611,F2,70,41,5,HN,7.8,5,7.94
12/09/2024,740,M1,92,47,7,HE,7.18,5,111.45
04/09/2024,263,F3,166,85,4,HN,5.74,2,75.19
24/09/2024,813,F3,177,89,7,HN,3.34,1,8.65
05/09/2024,99,F2,199,45,7,HE,6.6,5,92.36
11/09/2024,17,F3,203,22,3,HE,7.47,4,130.16
24/09/2024,826,F2,244,87,3,HN,3.62,2,77.0
16/09/2024,837,M1,171,85,4,HE,1.39,3,45.68
25/09/2024,734,M1,74,68,6,HE,1.94,5,73.15
11/09/2024,100,F2,3,90,3,HE,3.78,1,88.18
06/09/2024,874,M1,3,36,2,HN,1.54,5,146.28
15/09/2024,360,F2,45,85,6,HN,6.18,4,13.09
25/09/2024,927,F2,94,69,1,HE,6.94,2,102.78
08/09/2024,571,F3,15,36,2,HE,6.58,1,43.45
27/09/2024,427,M1,209,73,4,HN,1.46,2,84.89
19/09/2024,827,M1,37,66,1,HE,3.95,3,67.0
22/09/2024,85,M1,76,7,3,HN,4.68,1,94.95
22/09/2024,415,F2,210,31,6,HN,1.66,3,12.37
15/09/2024,572,M1,215,42,4,HN,1.39,1,102.6
14/09/2024,886,F2,173,8,2,HN,1.37,3,146.17
20/09/2024,696,M1,159,61,6,HE,3.77,4,72.83
03/09/2024,501,M1,209,67,6,HE,1.02,3,17.05
27/09/2024,134,F3,1,65,2,HN,4.3,1,132.09
02/09/2024,15,F3,90,15,1,HE,4.87,5,97.28
12/09/2024,325,F2,87,74,5,HN,1.1,4,137.4
04/09/2024,361,M1,220,93,2,HE,6.74,4,143.16
25/09/2024,553,M1,57,90,4,HN,2.47,4,89.24
23/09/2024,679,M1,110,45,4,HN,2.44,5,80.34
22/09/2024,73,F3,138,10,4,HE,3.26,2,1.75
11/09/2024,340,M1,240,22,1,HE,6.58,3,84.04
21/09/2024,665,F3,9,56,4,HN,5.95,3,104.29
02/09/2024,576,F2,89,98,1,HE,5.7,5,73.42
24/09/2024,876,F2,57,56,5,HN,2.11,3,36.28
07/09/2024,848,F3,241,87,5,HN,1.31,3,143.68
26/09/2024,6,F3,79,68,7,HE,5.78,5,74.23
25/09/2024,706,F2,6,94,1,HE,7.59,5,60.07
18/09/2024,179,M1,109,99,6,HN,5.55,5,64.0
12/09/2024,385,M1,27,36,2,HE,4.96,1,129.04
25/09/2024,317,F2,204,8,4,HN,6.13,2,71.38
03/09/2024,123,M1,168,66,5,HN,3.78,1,140.52
09/09/2024,263,F3,205,42,6,HE,5.37,4,100.4
28/09/2024,607,F2,2,34,5,HE,4.81,1,22.4
25/09/2024,509,M1,197,90,6,HE,7.8,3,124.4
26/09/2024,639,F2,250,68,6,HE,2.4,4,88.11
11/09/2024,922,F2,140,72,3,HN,1.54,4,65.93
18/09/2024,550,F2,165,36,4,HE,1.04,5,30.54
23/09/2024,26,F3,27,89,1,HN,1.09,5,66.72
13/09/2024,324,F2,147,97,4,HN,4.15,4,23.35
23/09/2024,1,M1,109,100,7,HN,4.99,4,87.92
12/09/2024,361,F2,112,35,3,HE,6.7,3,138.63
15/09/2024,140,M1,19,9,4,HN,4.38,4,88.17
22/09/2024,334,M1,32,35,4,HE,5.58,3,3.41
08/09/2024,414,F3,52,35,2,HN,1.2,2,132.32
10/09/2024,345,M1,147,27,1,HE,1.81,1,143.63
27/09/2024,779,F2,236,97,1,HN,7.47,4,58.78
26/09/2024,901,F3,30,71,4,HN,2.59,1,63.35
15/09/2024,28,F2,118,99,6,HN,6.59,3,95.86
12/09/2024,146,M1,104,42,2,HE,2.62,1,140.76
05/09/2024,687,F2,188,5,6,HN,5.17,2,104.83
22/09/2024,142,M1,39,82,2,HE,6.89,2,72.23
01/09/2024,21,F3,6,83,5,HN,6.16,2,105.6
03/09/2024,180,F2,249,25,1,HE,7.09,2,28.72
01/09/2024,105,F2,148,39,6,HE,7.73,2,117.24
05/09/2024,670,M1,152,83,4,HN,5.22,1,24.18
12/09/2024,284,F2,244,99,3,HN,5.64,1,135.04
05/09/2024,12,M1,192,22,3,HN,4.7,4,84.91
18/09/2024,195,F3,217,48,1,HN,1.52,5,36.54
14/09/2024,437,F3,181,13,5,HN,6.62,5,80.09
10/09/2024,774,F3,10,20,7,HN,5.01,3,73.59
05/09/2024,810,F3,128,14,2,HE,7.42,2,36.1
24/09/2024,366,F3,6,42,7,HN,6.93,5,140.58
05/09/2024,551,F3,228,43,1,HN,2.01,3,44.3
24/09/2024,715,F2,216,2,4,HE,1.47,5,77.43
10/09/2024,5,F2,40,2,2,HE,1.14,2,116.05
01/09/2024,753,M1,114,85,1,HN,1.14,3,71.66
14/09/2024,799,M1,86,11,7,HE,2.27,2,118.16
21/09/2024,778,M1,162,14,3,HN,1.01,5,10.57
04/09/2024,818,M1,22,27,5,HE,4.79,1,78.66
04/09/2024,399,F3,141,9,6,HE,3.89,5,46.4
01/09/2024,143,F3,230,51,7,HE,3.89,4,116.65
24/09/2024,614,F2,141,5,6,HN,1.01,3,3.5
15/09/2024,536,F2,211,94,3,HE,6.67,3,99.78
01/09/2024,172,M1,87,95,3,HE,5.04,1,51.91
17/09/2024,838,M1,87,38,1,HE,6.86,5,101.28
25/09/2024,129,F2,166,66,6,HE,6.22,3,120.4
15/09/2024,74,F3,176,35,7,HN,5.73,5,42.06
09/09/2024,872,F3,180,78,6,HN,3.78,5,83.28
21/09/2024,28,M1,88,100,1,HE,2.07,3,36.99
05/09/2024,285,F3,122,36,7,HN,4.56,4,139.6
08/09/2024,564,F2,155,41,6,HE,3.92,5,32.31
13/09/2024,554,M1,240,33,5,HN,1.02,4,6.79
29/09/2024,760,M1,35,84,3,HN,2.3,2,134.67
19/09/2024,535,M1,133,47,7,HN,1.08,5,124.05
19/09/2024,629,F2,98,46,5,HE,7.31,5,39.28
11/09/2024,691,F2,48,57,4,HE,4.49,2,71.3
28/09/2024,517,M1,57,71,4,HN,5.91,3,15.44
24/09/2024,302,F3,170,6,2,HN,4.61,2,24.54
24/09/2024,76,F2,154,95,3,HN,3.52,1,48.25
04/09/2024,883,M1,246,26,3,HE,1.79,5,76.11
20/09/2024,552,F3,48,75,5,HE,5.96,1,124.39
01/09/2024,135,F2,129,61,5,HN,3.63,5,18.53
24/09/2024,870,F3,25,95,1,HN,4.92,1,10.89
22/09/2024,505,F3,240,82,7,HE,3.08,4,45.66
10/09/2024,328,F3,233,95,3,HE,4.9,2,96.23
29/09/2024,28,M1,7,66,7,HN,6.14,1,25.47
17/09/2024,184,F3,139,81,6,HN,2.1,5,83.1
29/09/2024,929,F2,1,30,3,HN,7.92,5,28.97
23/09/2024,792,F3,20,75,6,HE,4.95,5,82.0
07/09/2024,12,M1,25,35,7,HE,5.42,3,66.5
13/09/2024,8,M1,150,23,3,HN,4.68,2,46.69
08/09/2024,794,F3,178,84,6,HN,7.56,4,91.02
13/09/2024,496,M1,173,18,1,HN,2.19,5,19.23
22/09/2024,527,F3,216,80,4,HE,6.95,3,148.56
01/09/2024,424,F2,216,30,4,HN,2.46,4,50.32
18/09/2024,762,M1,170,83,3,HN,5.49,4,127.07
12/09/2024,243,F3,191,71,7,HE,1.76,1,147.89
11/09/2024,676,M1,13,95,4,HE,5.29,1,9.91
21/09/2024,834,M1,179,32,6,HN,5.85,4,21.5
02/09/2024,725,F2,18,17,3,HN,6.65,5,56.25
12/09/2024,336,F2,241,72,3,HE,7.62,2,2.35
19/09/2024,939,F3,160,65,3,HE,5.24,5,44.79
16/09/2024,95,F3,225,95,5,HN,2.03,2,140.96
14/09/2024,48,M1,109,6,3,HE,2.25,4,142.66
16/09/2024,864,M1,64,69,5,HN,7.12,3,127.79
10/09/2024,790,F3,171,63,3,HN,7.31,3,61.42
15/09/2024,681,F2,135,18,1,HE,7.97,5,4.48
18/09/2024,945,F2,196,48,6,HN,6.12,3,24.38
10/09/2024,739,F2,104,48,7,HN,6.54,4,80.25
18/09/2024,261,F3,224,25,2,HN,4.87,4,85.55
29/09/2024,911,F2,52,61,7,HN,2.71,5,46.55
28/09/2024,382,F2,79,41,1,HN,3.35,1,43.6
19/09/2024,434,F2,62,13,7,HN,7.62,3,26.91
28/09/2024,1,M1,10,62,4,HN,6.72,4,36.89
12/09/2024,251,F3,37,79,3,HN,5.08,3,64.25
13/09/2024,347,F2,28,80,4,HE,5.08,2,119.06
17/09/2024,233,M1,98,2,1,HN,2.09,1,68.64
22/09/2024,101,F3,16,53,4,HN,3.33,5,137.78
11/09/2024,374,F2,226,63,1,HN,1.57,1,141.3
01/09/2024,6,F2,200,30,7,HE,7.02,1,143.41
14/09/2024,728,M1,48,9,5,HN,2.85,3,137.04
19/09/2024,210,F2,107,98,4,HE,1.37,4,4.32
16/09/2024,32,F2,245,77,1,HE,6.13,5,79.59
01/09/2024,721,M1,2,49,1,HN,1.17,2,66.08
06/09/2024,572,F3,6,91,3,HE,6.08,5,124.8
26/09/2024,333,M1,244,56,2,HN,2.44,2,129.89
22/09/2024,888,F2,207,80,3,HE,5.43,3,75.14
19/09/2024,856,F3,228,10,4,HE,5.04,3,101.2
11/09/2024,152,F2,26,78,5,HE,1.53,2,66.77
16/09/2024,495,F2,247,98,4,HE,2.87,3,25.72
26/09/2024,464,F2,183,31,7,HE,1.47,3,98.76
03/09/2024,260,M1,203,33,2,HE,2.22,5,118.23
19/09/2024,162,F2,242,80,1,HE,5.44,1,40.19
17/09/2024,684,F2,76,82,2,HN,5.54,3,19.49
24/09/2024,248,M1,46,26,1,HN,5.56,5,6.36
01/09/2024,772,M1,155,50,3,HE,6.98,2,61.41
24/09/2024,376,M1,39,11,6,HN,4.27,3,36.84
06/09/2024,174,F3,207,22,3,HN,2.96,4,27.56
15/09/2024,890,F3,111,33,1,HE,6.29,5,6.6
15/09/2024,161,M1,31,28,1,HE,3.47,5,100.33
28/09/2024,184,M1,17,44,3,HN,1.38,4,42.31
07/09/2024,237,F3,235,79,3,HN,6.02,5,48.81
08/09/2024,462,F2,210,89,3,HE,7.17,5,16.3
29/09/2024,372,M1,198,38,6,HN,6.93,3,25.2
18/09/2024,450,F2,192,36,3,HN,4.71,5,45.84
01/09/2024,191,F2,20,49,6,HN,1.98,3,19.97
25/09/2024,510,F2,63,20,6,HN,3.88,2,116.84
11/09/2024,808,F3,30,22,1,HE,4.63,3,3.06
28/09/2024,608,M1,226,79,2,HN,7.99,4,95.83
07/09/2024,755,M1,36,58,7,HN,3.65,2,30.04
27/09/2024,863,F3,134,78,3,HE,6.3,1,44.25
19/09/2024,917,F2,87,4,6,HN,2.56,2,24.87
11/09/2024,752,F3,56,95,4,HN,2.96,4,17.83
17/09/2024,431,F2,24,20,2,HE,2.03,5,36.94
19/09/2024,946,F3,241,59,5,HE,2.8,1,8.8
24/09/2024,658,F2,12,90,1,HN,5.01,5,105.65
19/09/2024,134,F3,184,83,3,HN,1.33,5,35.74
05/09/2024,271,F3,230,55,4,HN,6.39,2,115.72
26/09/2024,244,F2,9,7,6,HN,2.82,2,5.43
20/09/2024,420,F3,185,25,5,HN,1.67,4,45.93
22/09/2024,783,M1,176,1,1,HN,5.32,3,56.25
01/09/2024,448,F3,100,62,3,HE,5.49,2,57.57
06/09/2024,123,F2,249,35,4,HE,7.7,4,50.46
16/09/2024,889,M1,75,58,7,HE,4.94,1,68.36
26/09/2024,510,M1,39,87,3,HE,1.62,2,32.54
27/09/2024,928,M1,99,73,3,HE,4.3,3,66.22
