data_apontamento,codigo_matricula_colaborador_apontado,codigo_filial_apontada,codigo_projeto_apontado,codigo_cliente_projeto,codigo_segmento_mercado,indicador_tipo_hora_trabalhada,quantidade_horas_trabalhadas,tipo_despesa_apontada,valor_despesa_apontada
09/12/2023,943,F2,194,88,6,HE,7.32,2,134.01
19/12/2023,185,F3,136,59,1,HN,7.42,2,69.55
10/12/2023,236,F3,182,3,7,HE,5.4,5,55.99
08/12/2023,733,F2,226,8,3,HN,3.18,4,31.72
28/12/2023,754,M1,20,75,6,HN,3.74,4,48.27
28/12/2023,140,F3,9,73,3,HE,3.24,1,32.27
19/12/2023,323,F2,236,14,1,HE,5.32,2,75.97
10/12/2023,956,F2,157,93,6,HN,3.04,2,36.0
08/12/2023,736,F2,183,8,6,HN,4.51,4,15.27
17/12/2023,435,F3,120,73,6,HN,1.15,4,49.4
06/12/2023,2,M1,54,37,5,HN,2.94,4,99.09
26/12/2023,354,M1,11,37,6,HE,1.29,1,145.78
15/12/2023,780,M1,110,63,4,HE,1.6,4,52.47
09/12/2023,370,M1,32,99,1,HN,2.73,1,18.45
13/12/2023,288,M1,62,55,1,HE,6.26,3,14.28
02/12/2023,922,F3,234,71,2,HN,6.55,5,41.87
03/12/2023,213,F3,122,91,6,HE,7.88,2,93.88
06/12/2023,109,F2,22,9,5,HN,1.13,5,63.2
04/12/2023,352,F3,105,64,3,HE,4.35,1,123.81
01/12/2023,180,F3,128,18,2,HN,4.29,3,72.5
14/12/2023,526,M1,64,62,5,HN,1.98,2,124.73
26/12/2023,295,F3,151,87,4,HE,2.72,5,10.05
20/12/2023,449,F3,137,26,7,HN,7.94,1,77.32
07/12/2023,114,F3,117,9,5,HN,3.71,5,58.25
15/12/2023,204,F2,80,31,5,HE,5.8,2,106.71
10/12/2023,540,F2,89,14,6,HE,6.24,1,6.86
12/12/2023,685,F2,87,44,5,HE,5.66,5,137.79
01/12/2023,877,F2,178,87,2,HE,4.16,1,79.01
18/12/2023,489,F3,80,41,5,HN,5.73,5,101.53
12/12/2023,66,F2,250,28,7,HE,3.88,3,16.05
09/12/2023,257,F3,152,96,2,HE,1.09,2,88.1
05/12/2023,681,F2,88,52,5,HE,1.52,2,44.03
09/12/2023,665,F2,148,93,2,HN,4.91,5,98.76
06/12/2023,139,F3,86,73,1,HE,7.98,5,49.59
08/12/2023,755,M1,23,52,5,HN,2.82,1,136.96
19/12/2023,227,F3,115,59,2,HN,4.59,3,134.38
05/12/2023,429,F2,66,66,5,HN,3.45,1,46.26
15/12/2023,602,F3,250,19,2,HN,3.43,1,141.29
27/12/2023,23,F3,169,73,3,HE,6.57,1,36.35
20/12/2023,674,M1,203,13,7,HE,4.43,1,59.41
02/12/2023,57,F2,164,36,3,HN,6.76,1,43.47
29/12/2023,867,F3,3,85,7,HE,7.41,3,1.72
15/12/2023,43,M1,39,76,4,HN,1.04,3,89.81
02/12/2023,237,M1,47,31,1,HE,4.65,5,109.27
09/12/2023,617,M1,37,45,4,HE,2.9,5,12.25
17/12/2023,86,M1,219,31,2,HE,1.51,5,74.52
11/12/2023,736,F3,123,76,3,HN,1.84,2,101.7
09/12/2023,719,F3,247,83,5,HE,3.51,2,133.59
19/12/2023,905,M1,119,99,2,HE,5.13,1,93.73
11/12/2023,42,F2,27,66,6,HE,7.33,3,36.88
03/12/2023,720,F2,8,60,3,HE,2.72,4,75.85
20/12/2023,671,M1,114,65,1,HN,6.49,2,87.34
29/12/2023,641,M1,92,86,7,HE,7.32,5,30.48
18/12/2023,234,M1,61,61,3,HE,4.26,4,16.31
21/12/2023,256,F2,184,16,1,HN,1.19,3,124.34
17/12/2023,331,F3,56,43,6,HN,3.04,5,40.85
16/12/2023,175,F3,124,20,6,HE,5.73,4,60.27
19/12/2023,230,F3,65,66,1,HN,2.92,5,106.49
23/12/2023,844,M1,197,90,5,HN,7.42,4,104.22
27/12/2023,566,F3,209,84,5,HN,6.55,2,13.26
21/12/2023,957,F2,68,19,5,HN,2.05,3,149.35
21/12/2023,665,F3,166,46,6,HN,6.65,3,148.35
18/12/2023,931,F3,233,82,1,HE,3.54,1,119.48
06/12/2023,766,F3,121,2,6,HE,6.32,4,32.68
04/12/2023,849,F3,100,73,1,HN,2.36,2,142.31
20/12/2023,28,M1,23,83,7,HN,5.85,3,15.36
24/12/2023,826,F3,54,88,7,HN,6.77,1,98.43
25/12/2023,544,F3,49,85,2,HN,3.13,1,106.11
16/12/2023,874,F3,151,40,4,HE,2.77,2,135.94
04/12/2023,512,F3,118,11,6,HN,3.79,2,24.71
27/12/2023,844,F3,192,96,1,HE,1.32,4,73.02
28/12/2023,394,F2,242,89,4,HE,7.7,5,6.94
29/12/2023,294,F2,161,38,1,HN,1.97,2,11.12
21/12/2023,699,M1,62,9,6,HE,3.89,3,94.44
09/12/2023,470,F2,186,27,1,HE,7.99,2,96.08
29/12/2023,446,M1,190,15,4,HN,2.82,1,34.65
05/12/2023,144,F2,238,7,1,HN,2.22,3,9.64
11/12/2023,216,M1,69,17,7,HN,1.68,3,82.0
01/12/2023,455,F3,176,66,7,HE,1.46,4,63.1
26/12/2023,133,F3,236,58,6,HN,6.46,2,24.01
11/12/2023,395,M1,62,90,5,HE,5.01,1,126.27
09/12/2023,22,F2,71,31,6,HE,2.52,3,11.52
19/12/2023,507,F3,109,27,5,HN,4.47,1,41.03
28/12/2023,165,M1,30,18,4,HN,3.24,2,48.2
24/12/2023,166,M1,120,3,7,HE,6.63,2,8.63
03/12/2023,610,M1,182,30,3,HE,3.84,3,54.24
28/12/2023,540,F2,86,79,5,HN,7.17,3,64.29
01/12/2023,205,F3,169,17,4,HN,5.55,2,138.49
14/12/2023,200,F3,25,72,6,HE,3.76,2,95.06
03/12/2023,723,M1,222,6,4,HN,6.58,2,124.45
02/12/2023,580,M1,213,14,4,HE,4.24,2,61.25
10/12/2023,60,F3,237,91,6,HN,6.44,4,127.25
26/12/2023,559,F3,182,14,1,HN,1.42,3,102.04
02/12/2023,875,F2,216,4,2,HE,2.94,3,54.12
01/12/2023,17,F3,89,16,6,HN,2.36,4,123.47
04/12/2023,229,F2,124,82,2,HE,6.07,2,63.72
24/12/2023,852,M1,94,22,2,HE,6.91,3,54.37
27/12/2023,277,F3,124,99,5,HE,4.03,1,87.38
10/12/2023,899,M1,31,6,4,HN,4.64,4,84.08
07/12/2023,606,M1,241,97,4,HE,5.6,1,21.83
11/12/2023,664,F3,214,18,4,HN,2.36,1,46.66
20/12/2023,778,F3,14,4,4,HE,5.32,5,108.58
29/12/2023,721,M1,127,53,4,HN,4.7,3,81.37
11/12/2023,69,F3,57,67,4,HN,3.07,1,114.09
11/12/2023,206,M1,202,5,6,HN,2.7,1,93.43
14/12/2023,100,F2,208,94,7,HN,7.05,4,51.01
13/12/2023,476,M1,65,80,3,HN,4.19,3,42.73
01/12/2023,888,F2,80,93,4,HN,7.54,4,76.91
26/12/2023,137,M1,83,44,7,HN,6.67,2,130.93
22/12/2023,920,M1,12,71,5,HN,7.01,1,84.62
17/12/2023,650,F2,191,95,2,HN,7.57,1,37.54
07/12/2023,104,F2,55,7,1,HN,5.98,4,40.4
10/12/2023,216,F3,94,96,7,HN,6.32,1,136.26
16/12/2023,634,F2,24,41,2,HE,7.04,1,28.61
02/12/2023,903,M1,153,81,6,HN,6.32,5,127.21
28/12/2023,107,F2,194,58,2,HN,3.42,1,121.32
05/12/2023,563,F3,66,29,1,HN,2.95,2,136.86
18/12/2023,809,F3,248,95,2,HE,2.58,5,57.01
21/12/2023,634,M1,124,50,6,HN,4.3,3,80.59
08/12/2023,507,F2,29,100,7,HE,2.09,1,75.53
21/12/2023,624,F3,16,57,2,HE,3.94,1,46.75
24/12/2023,671,M1,207,74,4,HN,5.4,1,58.22
06/12/2023,108,F3,57,34,6,HE,3.3,1,147.89
14/12/2023,884,F3,90,88,7,HN,7.74,4,26.64
24/12/2023,126,M1,181,29,4,HN,7.62,4,51.32
08/12/2023,729,M1,106,50,7,HN,4.13,1,56.92
28/12/2023,521,M1,118,18,1,HE,1.84,1,34.58
18/12/2023,101,F3,25,41,1,HE,3.15,3,67.82
06/12/2023,295,F3,149,20,2,HN,2.59,5,5.45
18/12/2023,185,F2,93,24,4,HE,2.89,1,79.04
14/12/2023,349,F2,121,73,1,HE,3.16,1,80.82
05/12/2023,898,M1,114,58,6,HN,3.36,5,138.84
03/12/2023,639,F2,223,47,2,HE,5.82,2,104.15
27/12/2023,512,F2,81,43,2,HE,1.17,2,69.26
11/12/2023,227,M1,169,88,2,HE,6.31,5,27.42
21/12/2023,845,F3,134,60,1,HE,4.8,4,6.21
05/12/2023,950,M1,160,45,3,HE,4.85,3,116.62
17/12/2023,120,M1,30,47,2,HE,5.47,4,29.44
16/12/2023,117,F2,110,16,6,HE,5.44,1,99.02
20/12/2023,762,F3,106,49,6,HN,1.81,2,54.06
24/12/2023,544,F3,148,11,5,HE,5.37,3,30.35
24/12/2023,888,F2,88,13,6,HN,3.68,4,90.29
13/12/2023,738,F2,93,11,5,HE,5.89,5,148.48
11/12/2023,898,F3,191,19,6,HN,4.01,3,100.05
27/12/2023,173,F3,131,70,2,HN,3.33,5,80.58
14/12/2023,475,F3,33,20,7,HE,4.95,5,65.32
14/12/2023,498,M1,78,21,5,HN,7.56,3,84.75
23/12/2023,112,M1,81,22,7,HN,3.38,2,85.2
10/12/2023,166,F2,67,38,4,HN,3.4,3,140.65
29/12/2023,105,F3,138,83,7,HN,2.41,1,93.4
01/12/2023,487,M1,227,85,1,HE,1.56,2,147.18
06/12/2023,954,F2,28,40,2,HN,5.11,2,9.1
16/12/2023,947,M1,9,83,3,HE,6.05,3,8.85
17/12/2023,72,M1,124,76,6,HE,6.31,3,134.35
15/12/2023,602,F3,233,90,7,HE,5.51,2,91.99
17/12/2023,685,F3,212,39,7,HN,1.57,2,99.23
28/12/2023,536,F2,52,47,4,HE,1.01,2,63.58
06/12/2023,622,F2,225,24,3,HN,2.35,4,136.27
13/12/2023,501,F2,191,73,5,HN,2.12,4,21.44
28/12/2023,371,F3,81,23,2,HE,7.25,5,56.0
22/12/2023,411,F3,189,58,7,HE,1.43,2,117.52
10/12/2023,957,F2,13,53,6,HE,4.49,5,27.25
18/12/2023,677,M1,118,66,3,HE,3.23,1,109.13
09/12/2023,901,M1,86,30,7,HN,3.25,2,47.42
14/12/2023,476,M1,42,62,4,HN,5.54,5,18.35
03/12/2023,89,F2,12,100,5,HN,6.47,2,1.44
27/12/2023,452,M1,71,86,5,HE,1.03,1,102.72
10/12/2023,234,M1,104,35,3,HN,4.59,2,54.81
02/12/2023,236,F2,83,72,2,HE,3.26,4,31.9
24/12/2023,261,F3,97,14,7,HE,6.11,4,85.12
14/12/2023,716,F3,237,27,5,HE,5.07,5,127.43
02/12/2023,243,F3,132,25,1,HE,5.45,1,118.41
14/12/2023,600,F3,182,59,1,HN,7.48,3,143.28
10/12/2023,503,M1,66,9,4,HN,7.24,4,129.61
04/12/2023,299,F2,80,38,3,HN,1.89,2,117.7
16/12/2023,357,F3,186,79,4,HE,3.58,5,83.08
10/12/2023,648,M1,209,29,1,HN,3.69,1,95.08
20/12/2023,764,F3,16,80,4,HE,2.97,1,146.21
17/12/2023,602,F2,181,87,1,HN,7.81,3,126.2
04/12/2023,86,F3,223,71,2,HN,6.06,3,35.68
06/12/2023,830,F2,86,94,2,HN,5.57,2,41.11
20/12/2023,302,F2,80,9,3,HE,1.47,4,24.01
21/12/2023,240,F3,177,41,5,HN,5.49,4,7.75
27/12/2023,475,M1,111,83,4,HE,4.66,4,80.04
03/12/2023,30,F2,193,38,1,HN,7.17,5,132.3
12/12/2023,90,F3,31,58,4,HE,2.98,3,38.34
07/12/2023,806,F3,26,45,1,HN,1.99,2,86.34
13/12/2023,409,F2,87,18,7,HN,6.51,2,103.67
17/12/2023,504,F2,212,32,4,HN,6.2,3,34.36
05/12/2023,642,F3,94,20,3,HN,3.28,2,111.3
09/12/2023,494,F2,46,3,6,HN,6.92,5,29.18
03/12/2023,733,F2,171,27,6,HN,7.34,5,44.22
03/12/2023,205,M1,65,51,5,HE,7.97,2,7.27
29/12/2023,38,F3,225,76,5,HN,7.62,1,57.19
11/12/2023,355,F3,43,6,4,HN,2.34,2,21.31
06/12/2023,800,M1,55,40,4,HN,3.16,5,59.09
17/12/2023,333,F3,149,57,3,HN,6.82,1,147.39
15/12/2023,309,F3,22,58,3,HN,5.73,3,24.9
15/12/2023,833,F2,200,50,2,HE,7.46,3,100.13
19/12/2023,540,F2,55,5,4,HE,7.51,3,65.58
21/12/2023,306,F2,183,14,6,HN,1.74,4,93.52
11/12/2023,853,M1,109,72,3,HE,5.44,5,72.52
03/12/2023,641,M1,124,31,2,HE,6.41,4,52.61
09/12/2023,819,F2,66,19,2,HN,2.86,5,56.7
23/12/2023,952,M1,15,35,6,HE,7.81,5,43.02
11/12/2023,284,M1,219,76,4,HE,5.44,2,103.56
03/12/2023,430,F2,35,93,2,HN,2.59,5,58.42
13/12/2023,695,M1,242,30,3,HN,4.74,5,80.46
16/12/2023,748,F3,40,6,1,HE,1.16,5,36.43
03/12/2023,493,M1,241,41,5,HN,6.93,1,141.91
29/12/2023,764,M1,192,84,5,HE,1.98,1,91.3
04/12/2023,475,F3,68,3,1,HN,6.13,1,3.21
25/12/2023,21,M1,3,86,5,HN,1.39,1,97.22
07/12/2023,813,F3,136,85,4,HN,6.58,3,4.69
05/12/2023,196,M1,218,80,7,HE,3.39,1,31.5
24/12/2023,606,F2,45,80,1,HN,4.95,2,101.22
11/12/2023,258,F3,154,22,3,HE,2.71,3,136.34
13/12/2023,561,M1,219,79,2,HN,1.57,4,93.19
25/12/2023,321,F3,175,20,5,HE,6.46,3,17.62
23/12/2023,272,M1,168,13,1,HN,5.84,4,71.15
06/12/2023,176,F3,150,30,3,HN,6.64,2,145.84
14/12/2023,724,M1,248,1,2,HE,3.08,4,36.29
19/12/2023,717,M1,231,20,6,HN,4.52,2,86.44
11/12/2023,359,M1,224,14,1,HN,7.05,3,73.95
12/12/2023,46,F2,13,86,1,HE,7.57,3,50.4
11/12/2023,288,M1,130,56,3,HE,5.46,5,7.71
11/12/2023,294,F3,155,20,2,HN,2.25,5,108.88
18/12/2023,724,F3,162,25,7,HE,4.02,5,109.1
28/12/2023,703,M1,83,58,2,HE,4.37,3,86.6
21/12/2023,538,M1,160,54,3,HN,1.23,1,111.45
15/12/2023,83,M1,22,23,3,HN,4.29,4,143.29
06/12/2023,617,F2,40,84,6,HN,5.74,5,49.38
15/12/2023,334,F3,30,33,3,HE,7.35,1,68.39
09/12/2023,911,F3,111,43,1,HN,1.01,4,66.52
22/12/2023,349,F3,73,41,4,HN,4.81,2,144.87
27/12/2023,490,F2,89,62,6,HE,4.42,5,35.28
01/12/2023,700,F2,191,68,3,HN,5.12,2,51.25
15/12/2023,955,F2,98,68,1,HE,2.34,5,98.02
24/12/2023,368,F3,102,24,2,HN,2.94,1,48.93
28/12/2023,275,M1,229,32,5,HE,6.18,1,83.39
05/12/2023,706,F3,116,17,3,HN,4.61,3,20.85
10/12/2023,262,M1,202,57,7,HE,6.22,4,120.04
07/12/2023,43,F2,43,49,5,HE,3.02,5,116.99
27/12/2023,27,F2,35,55,6,HE,3.96,5,48.1
08/12/2023,573,F3,214,72,7,HE,6.27,4,10.23
10/12/2023,584,F2,217,72,6,HE,5.74,2,8.98
18/12/2023,248,F2,41,34,1,HN,5.54,1,37.61
27/12/2023,161,F3,219,47,2,HN,7.81,3,146.7
19/12/2023,162,M1,212,59,3,HN,7.86,3,46.81
29/12/2023,384,F3,229,74,4,HN,6.51,5,111.26
17/12/2023,704,M1,180,81,7,HE,3.44,5,132.22
18/12/2023,220,F2,135,58,4,HE,3.72,3,82.66
07/12/2023,697,M1,97,58,5,HN,2.97,3,142.88
22/12/2023,299,M1,146,75,2,HN,4.94,5,81.06
27/12/2023,454,M1,20,63,1,HN,3.01,1,49.84
24/12/2023,801,F2,85,45,6,HE,2.26,2,144.36
20/12/2023,132,M1,112,60,2,HE,1.79,3,34.08
07/12/2023,598,F3,33,77,5,HE,4.63,2,111.05
05/12/2023,883,F3,42,80,4,HE,2.11,5,40.19
27/12/2023,941,F2,238,16,4,HE,5.76,1,137.68
20/12/2023,527,M1,121,84,3,HN,6.56,1,103.65
05/12/2023,465,F3,207,75,4,HE,7.15,4,53.27
24/12/2023,477,M1,23,73,1,HE,1.88,2,79.43
22/12/2023,190,M1,162,90,6,HE,2.43,3,72.95
24/12/2023,303,M1,17,27,3,HE,7.52,4,34.6
27/12/2023,460,F2,160,19,5,HN,5.17,1,53.55
28/12/2023,480,F3,237,76,1,HE,1.58,1,147.64
26/12/2023,61,M1,230,5,7,HE,5.98,2,80.82
27/12/2023,797,M1,99,15,5,HN,2.41,1,111.64
11/12/2023,875,M1,70,71,5,HE,6.45,1,6.84
24/12/2023,410,M1,99,93,5,HE,4.78,2,22.65
16/12/2023,111,M1,188,62,1,HN,1.51,1,23.4
27/12/2023,696,F2,89,96,2,HE,7.13,4,95.36
18/12/2023,105,M1,128,81,5,HE,7.05,1,77.98
22/12/2023,3,F2,46,68,5,HN,6.99,4,123.22
04/12/2023,524,F3,33,78,5,HE,5.81,4,50.12
22/12/2023,534,F2,47,40,3,HE,7.28,1,98.54
23/12/2023,394,F2,84,17,7,HE,3.43,2,120.63
27/12/2023,743,F2,13,89,7,HN,2.25,2,142.07
18/12/2023,755,F3,228,69,2,HE,5.55,2,134.11
27/12/2023,936,M1,25,87,7,HE,2.67,1,139.06
20/12/2023,890,F3,103,63,1,HN,5.57,4,139.18
01/12/2023,379,F2,145,48,3,HE,2.63,2,147.09
29/12/2023,18,F3,50,61,7,HE,4.58,3,92.54
23/12/2023,424,M1,184,76,2,HE,2.89,5,97.38
23/12/2023,494,M1,175,39,5,HN,5.79,2,74.12
28/12/2023,336,F2,19,52,5,HE,3.76,5,27.08
06/12/2023,283,F2,66,97,2,HE,4.86,4,19.68
04/12/2023,862,F3,186,68,6,HE,4.44,2,87.9
03/12/2023,337,F2,121,96,3,HE,1.58,3,134.64
17/12/2023,71,F3,80,51,3,HE,5.91,5,122.86
26/12/2023,812,F3,166,13,4,HN,2.45,5,110.12
29/12/2023,35,F2,127,32,2,HN,4.37,2,90.98
27/12/2023,377,F3,228,74,6,HE,6.02,3,108.03
