data_apontamento,codigo_matricula_colaborador_apontado,codigo_filial_apontada,codigo_projeto_apontado,codigo_cliente_projeto,codigo_segmento_mercado,indicador_tipo_hora_trabalhada,quantidade_horas_trabalhadas,tipo_despesa_apontada,valor_despesa_apontada
04/04/2023,670,F2,114,39,6,HE,7.23,4,75.94
01/04/2023,337,F2,152,69,6,HE,6.08,3,100.54
01/04/2023,878,M1,150,54,3,HE,7.9,1,97.65
27/04/2023,76,M1,238,26,3,HE,2.2,1,108.07
19/04/2023,901,F3,62,68,3,HN,7.23,1,116.56
06/04/2023,541,F3,106,89,3,HE,6.28,2,88.79
21/04/2023,378,F3,158,65,1,HN,5.01,3,18.15
09/04/2023,23,M1,146,92,1,HE,6.68,4,39.62
01/04/2023,34,M1,230,65,4,HN,5.25,5,117.56
17/04/2023,656,F2,128,40,2,HE,4.79,4,77.4
12/04/2023,510,F3,87,31,1,HN,2.67,4,149.69
06/04/2023,163,F2,1,70,3,HE,4.22,1,103.81
09/04/2023,672,F2,234,58,4,HE,6.92,4,62.64
07/04/2023,754,F2,128,92,6,HE,4.02,2,47.34
21/04/2023,230,F2,207,75,4,HE,6.82,3,140.31
23/04/2023,248,M1,143,89,6,HE,1.01,5,85.44
20/04/2023,30,F2,64,38,4,HE,4.58,5,46.02
14/04/2023,50,M1,80,7,2,HE,6.6,4,121.1
27/04/2023,104,F3,157,28,1,HE,5.8,1,132.83
22/04/2023,381,F3,10,57,6,HE,6.38,5,104.18
28/04/2023,443,M1,137,57,4,HN,1.48,4,76.66
12/04/2023,878,M1,209,60,5,HE,3.84,4,24.08
21/04/2023,939,F3,161,78,3,HN,1.7,2,70.88
07/04/2023,645,M1,44,60,4,HE,3.85,2,84.83
23/04/2023,770,M1,62,27,5,HN,3.08,2,104.27
26/04/2023,21,F2,148,86,3,HE,3.26,3,47.44
08/04/2023,431,M1,60,12,4,HE,5.12,4,149.49
23/04/2023,678,M1,235,76,6,HN,2.48,3,46.02
09/04/2023,638,F2,59,17,1,HE,5.84,5,33.46
24/04/2023,919,F2,221,49,4,HN,5.29,2,56.99
22/04/2023,36,F3,217,82,2,HN,3.11,4,148.04
16/04/2023,213,M1,202,16,5,HN,7.46,3,4.66
16/04/2023,326,F3,63,13,2,HN,6.18,2,56.75
26/04/2023,501,M1,190,97,5,HN,2.48,1,43.23
25/04/2023,268,F3,91,86,4,HE,1.61,4,51.27
13/04/2023,98,F3,169,16,7,HN,7.23,5,4.53
07/04/2023,136,M1,47,14,2,HN,4.76,4,84.8
21/04/2023,836,F3,32,63,4,HE,3.68,5,57.84
02/04/2023,611,F2,85,68,6,HN,4.58,2,82.38
21/04/2023,664,F2,140,30,2,HE,1.88,3,65.21
06/04/2023,454,F2,113,98,4,HN,6.1,3,18.64
12/04/2023,531,F3,107,90,7,HE,5.78,1,31.81
02/04/2023,150,F3,85,58,1,HN,6.59,1,76.33
15/04/2023,64,F3,199,50,4,HE,1.18,3,9.83
04/04/2023,201,F3,155,38,7,HN,1.77,3,148.04
23/04/2023,565,M1,113,50,5,HE,6.59,3,140.71
18/04/2023,432,M1,178,75,5,HE,6.01,5,26.11
09/04/2023,13,F3,127,46,5,HE,2.54,1,121.25
05/04/2023,24,F3,114,61,4,HN,6.46,5,47.36
07/04/2023,355,F2,153,5,2,HE,6.33,2,24.27
21/04/2023,740,M1,26,87,4,HE,2.01,2,75.54
29/04/2023,24,F2,46,83,2,HN,5.15,3,26.91
03/04/2023,640,M1,110,59,7,HN,1.42,2,75.77
16/04/2023,439,M1,61,66,4,HN,7.26,1,75.55
08/04/2023,158,F3,52,87,4,HE,3.24,4,31.03
10/04/2023,677,M1,107,9,4,HE,3.78,1,68.87
27/04/2023,637,F3,97,47,2,HE,6.01,1,7.81
14/04/2023,510,M1,87,17,7,HN,2.71,4,5.42
23/04/2023,558,F3,121,7,4,HN,1.32,1,5.9
16/04/2023,950,M1,40,18,5,HN,2.32,4,28.44
27/04/2023,367,M1,98,15,3,HN,1.49,3,148.43
18/04/2023,724,M1,241,86,6,HE,4.16,3,70.76
04/04/2023,801,M1,43,44,1,HN,1.18,5,62.3
04/04/2023,413,F3,4,90,5,HE,5.99,2,56.41
13/04/2023,217,M1,117,53,6,HE,6.69,1,57.86
06/04/2023,31,F3,180,93,7,HE,6.65,2,1.84
05/04/2023,521,F2,82,73,5,HE,2.77,4,138.07
28/04/2023,303,M1,26,24,1,HN,2.66,4,31.17
08/04/2023,548,M1,166,81,6,HN,3.52,3,71.09
25/04/2023,812,M1,26,46,5,HN,2.56,1,101.04
03/04/2023,152,F3,247,51,2,HN,5.17,1,136.41
06/04/2023,544,F2,124,16,5,HE,6.99,1,82.54
22/04/2023,954,F3,132,17,4,HE,5.56,4,108.12
28/04/2023,909,M1,178,34,2,HE,6.77,4,106.73
27/04/2023,630,M1,59,61,1,HN,3.26,3,51.16
20/04/2023,664,M1,193,53,1,HN,3.97,1,23.74
28/04/2023,172,F2,205,73,5,HN,4.23,2,4.37
18/04/2023,895,M1,79,46,2,HE,6.46,5,80.93
20/04/2023,122,F3,247,71,4,HN,7.58,2,140.15
03/04/2023,753,F3,191,45,6,HN,6.39,1,110.23
22/04/2023,62,F3,93,71,4,HE,4.69,2,146.45
19/04/2023,14,M1,216,100,6,HE,3.38,1,79.85
17/04/2023,755,M1,127,8,2,HN,1.83,2,122.32
19/04/2023,112,F2,129,37,4,HN,3.37,2,47.24
14/04/2023,348,F3,177,1,2,HE,6.68,1,40.66
21/04/2023,723,M1,185,18,4,HN,2.71,5,6.53
28/04/2023,375,M1,98,53,5,HE,6.53,2,115.08
01/04/2023,184,F2,11,71,2,HN,7.21,5,46.44
09/04/2023,617,M1,81,52,1,HN,6.42,5,32.27
11/04/2023,817,F3,114,11,2,HN,3.58,4,123.42
25/04/2023,839,M1,219,88,7,HE,4.52,5,135.73
27/04/2023,388,F3,144,30,3,HE,7.12,4,114.44
27/04/2023,70,M1,34,68,6,HE,7.35,1,148.09
28/04/2023,117,M1,69,2,2,HN,3.11,3,123.53
10/04/2023,37,F3,131,73,3,HE,4.34,4,58.35
06/04/2023,331,F2,210,47,1,HN,7.91,1,106.99
01/04/2023,643,M1,133,92,4,HN,5.96,3,21.19
26/04/2023,272,F3,92,83,2,HE,3.58,4,98.45
14/04/2023,818,F2,60,5,5,HN,3.91,4,5.74
03/04/2023,585,F2,117,51,2,HE,4.19,4,92.96
26/04/2023,405,F3,57,33,6,HN,3.0,1,15.05
06/04/2023,758,F3,31,21,7,HN,1.77,4,52.99
21/04/2023,80,F3,185,13,6,HN,6.84,3,110.25
21/04/2023,507,F3,61,61,5,HN,7.86,1,77.54
22/04/2023,292,F3,88,91,6,HN,6.59,2,100.06
28/04/2023,727,F2,148,17,7,HN,2.92,1,77.86
08/04/2023,567,M1,63,31,2,HN,2.54,2,106.7
05/04/2023,869,M1,240,52,7,HE,2.22,2,51.32
22/04/2023,948,F2,219,15,7,HE,4.02,3,148.42
24/04/2023,916,F2,47,38,3,HN,3.82,5,137.43
24/04/2023,689,F3,197,15,5,HN,5.89,4,33.2
21/04/2023,144,F2,162,53,1,HN,6.03,1,114.52
03/04/2023,562,F2,85,60,1,HE,3.63,3,39.17
11/04/2023,359,F2,224,14,5,HE,3.09,3,70.18
06/04/2023,401,M1,41,29,1,HN,1.31,3,131.52
10/04/2023,436,M1,37,3,6,HE,7.44,2,89.7
13/04/2023,731,F2,183,17,7,HE,5.25,5,105.39
18/04/2023,416,F3,191,52,3,HN,7.33,1,90.93
02/04/2023,921,F3,43,46,4,HN,7.28,3,75.75
05/04/2023,834,F2,36,75,5,HN,5.31,3,113.36
12/04/2023,178,F3,90,76,1,HE,2.49,1,23.88
16/04/2023,397,F3,85,70,1,HN,1.43,1,73.14
14/04/2023,564,F3,250,40,7,HN,2.08,4,101.78
06/04/2023,578,F2,158,61,4,HE,2.9,5,43.46
12/04/2023,234,F2,172,49,6,HN,4.36,4,113.56
16/04/2023,410,F3,3,45,6,HE,1.01,2,115.08
27/04/2023,479,F3,220,90,3,HN,7.06,2,108.6
11/04/2023,537,M1,151,62,6,HN,4.91,3,41.71
26/04/2023,105,M1,203,25,4,HE,7.14,2,121.28
15/04/2023,540,F2,68,33,6,HE,1.61,4,108.82
15/04/2023,645,F3,84,89,6,HN,4.16,1,72.2
17/04/2023,930,M1,134,46,1,HN,5.39,2,49.15
03/04/2023,231,F3,46,74,3,HE,6.78,5,95.8
25/04/2023,355,F3,174,42,5,HE,4.87,5,94.31
08/04/2023,176,M1,129,32,1,HN,6.68,3,4.04
05/04/2023,382,F3,109,34,6,HE,2.97,3,29.31
24/04/2023,114,F3,193,91,4,HE,7.79,5,22.29
07/04/2023,673,F3,95,12,7,HE,5.0,1,136.28
05/04/2023,705,F2,136,84,5,HE,4.55,1,136.33
07/04/2023,413,M1,68,63,6,HE,7.48,2,54.22
20/04/2023,176,F3,218,53,4,HN,5.39,3,11.98
18/04/2023,630,M1,27,81,5,HE,7.38,2,123.13
25/04/2023,822,M1,38,38,3,HE,1.94,4,100.88
03/04/2023,609,F2,37,10,4,HE,5.7,4,96.81
22/04/2023,324,M1,160,43,7,HE,2.27,5,48.26
25/04/2023,410,F2,141,50,5,HN,6.5,5,43.59
06/04/2023,383,M1,39,83,2,HE,1.2,3,18.53
19/04/2023,397,F2,119,19,3,HE,2.51,1,13.98
14/04/2023,233,F3,69,13,4,HE,1.47,5,94.21
27/04/2023,443,M1,121,56,1,HE,2.95,3,101.3
15/04/2023,815,F2,139,52,4,HN,6.41,1,125.03
09/04/2023,602,M1,109,39,7,HN,5.97,5,30.65
19/04/2023,505,M1,157,13,4,HE,6.91,3,3.62
21/04/2023,476,F2,196,31,2,HE,7.85,4,100.67
19/04/2023,165,M1,110,64,2,HN,1.39,1,39.69
29/04/2023,403,F2,129,14,5,HE,5.39,5,69.17
03/04/2023,425,M1,202,84,1,HE,2.18,3,90.16
02/04/2023,470,F2,207,31,4,HE,7.33,2,66.58
12/04/2023,408,M1,62,93,7,HN,7.22,2,143.11
25/04/2023,230,M1,133,33,1,HN,1.75,5,22.75
26/04/2023,931,F2,145,62,5,HE,3.06,2,125.72
10/04/2023,399,F2,65,34,4,HE,3.71,4,72.44
03/04/2023,503,F2,74,13,4,HE,6.24,2,35.89
08/04/2023,607,F2,168,13,2,HN,5.88,1,20.72
10/04/2023,312,M1,37,62,6,HE,1.3,1,23.05
17/04/2023,929,M1,160,36,6,HN,5.62,3,6.89
15/04/2023,258,M1,170,19,6,HN,2.97,4,129.15
05/04/2023,104,F2,27,62,1,HE,1.13,1,105.41
25/04/2023,648,F2,153,21,3,HE,2.33,3,38.17
23/04/2023,369,F2,117,12,5,HE,3.92,4,86.03
29/04/2023,342,M1,80,30,1,HE,4.06,5,35.77
11/04/2023,511,F2,74,78,5,HE,4.9,1,43.48
17/04/2023,410,M1,85,57,6,HN,7.16,4,140.29
29/04/2023,328,M1,181,66,5,HN,4.51,3,22.75
08/04/2023,377,M1,64,38,1,HE,5.22,2,7.84
28/04/2023,681,M1,147,53,4,HE,2.04,3,143.24
07/04/2023,61,M1,139,77,6,HN,4.06,4,7.75
18/04/2023,933,F2,24,88,6,HN,6.82,5,51.52
14/04/2023,427,F3,81,24,7,HN,3.49,5,38.55
22/04/2023,380,F2,154,61,3,HE,3.23,4,122.25
19/04/2023,629,M1,231,46,7,HN,5.13,3,81.76
12/04/2023,89,M1,237,27,6,HE,5.82,5,96.01
28/04/2023,121,F2,100,37,7,HE,5.67,4,93.56
02/04/2023,368,F3,110,80,2,HN,3.0,4,133.46
27/04/2023,652,F3,250,59,4,HE,1.62,4,21.78
25/04/2023,930,F3,114,64,2,HE,2.6,2,99.6
27/04/2023,774,F3,117,75,3,HE,2.67,3,48.38
19/04/2023,16,F2,147,19,5,HN,1.04,2,139.11
25/04/2023,243,F3,59,85,6,HE,1.82,3,128.87
14/04/2023,460,F2,214,31,7,HN,2.34,3,108.44
11/04/2023,143,M1,226,45,6,HE,6.93,3,85.72
12/04/2023,147,F3,90,76,4,HN,1.96,5,141.39
17/04/2023,215,M1,209,58,2,HN,5.86,5,85.67
06/04/2023,272,M1,181,38,1,HE,4.6,1,142.38
02/04/2023,624,M1,59,62,2,HE,7.55,4,12.98
22/04/2023,281,M1,228,15,4,HN,4.23,4,112.52
24/04/2023,430,F3,222,62,2,HN,1.93,1,61.86
28/04/2023,837,M1,156,11,7,HE,6.19,4,106.25
04/04/2023,266,M1,123,8,6,HN,6.1,2,114.91
15/04/2023,375,F3,105,47,3,HN,2.6,2,79.93
17/04/2023,956,M1,224,55,3,HN,7.63,2,26.44
13/04/2023,913,M1,101,76,5,HE,6.44,4,85.48
03/04/2023,71,M1,244,27,4,HE,2.64,4,34.77
16/04/2023,445,F3,169,19,3,HN,7.9,3,70.41
03/04/2023,390,M1,61,74,3,HN,5.51,2,104.15
24/04/2023,921,F3,244,30,3,HE,2.76,1,47.09
09/04/2023,400,M1,124,44,1,HE,4.51,1,84.55
20/04/2023,431,F2,138,89,4,HN,6.46,2,40.1
13/04/2023,694,M1,243,77,7,HE,7.24,3,13.97
11/04/2023,735,F3,243,52,6,HN,7.64,2,88.09
09/04/2023,585,M1,193,38,7,HE,4.79,4,127.44
24/04/2023,165,F3,185,91,6,HN,5.89,4,64.01
10/04/2023,716,M1,43,85,7,HE,4.15,2,12.55
28/04/2023,64,M1,188,74,3,HE,6.5,1,109.64
02/04/2023,72,F2,175,12,7,HE,5.25,3,104.95
15/04/2023,377,M1,156,9,4,HE,2.54,5,125.91
19/04/2023,167,F3,48,65,6,HE,4.15,4,95.07
21/04/2023,103,F2,42,45,5,HN,2.57,5,61.67
06/04/2023,351,M1,185,58,6,HN,7.33,4,5.18
09/04/2023,419,F3,187,16,2,HN,2.79,4,18.9
27/04/2023,41,F2,206,10,2,HN,2.14,3,109.09
19/04/2023,700,F3,136,43,1,HE,7.02,1,64.12
14/04/2023,400,F2,12,19,2,HE,5.78,4,16.22
21/04/2023,59,M1,198,7,7,HE,7.86,4,51.03
17/04/2023,6,F2,218,29,4,HN,5.78,5,89.65
17/04/2023,687,F3,171,86,3,HE,5.45,3,144.67
02/04/2023,704,M1,104,77,5,HE,4.56,4,87.78
02/04/2023,177,M1,130,55,7,HN,7.61,3,10.18
14/04/2023,160,F2,151,20,3,HE,1.88,5,130.63
15/04/2023,541,F2,55,14,4,HE,2.68,1,105.98
09/04/2023,780,F2,121,31,7,HN,4.77,5,39.13
18/04/2023,555,F3,26,96,6,HN,3.69,4,81.5
09/04/2023,474,F2,130,95,3,HE,5.08,2,86.33
11/04/2023,906,F3,248,54,4,HE,2.48,5,42.11
11/04/2023,448,F2,235,64,4,HE,5.48,1,121.06
16/04/2023,824,M1,180,68,1,HE,5.94,2,144.24
15/04/2023,512,M1,102,3,4,HE,1.99,4,147.57
11/04/2023,539,F3,203,52,5,HN,6.57,1,36.96
20/04/2023,166,F3,12,19,6,HN,3.23,5,75.24
14/04/2023,879,F3,91,36,5,HE,4.5,3,98.71
24/04/2023,680,M1,150,35,6,HE,3.15,5,45.96
24/04/2023,158,F2,96,12,6,HN,4.52,3,50.53
25/04/2023,172,F3,125,37,7,HN,1.06,1,67.84
20/04/2023,142,M1,236,14,6,HE,5.97,3,78.68
03/04/2023,53,M1,116,95,5,HN,4.8,3,12.63
20/04/2023,218,F3,5,100,3,HE,7.84,4,119.67
25/04/2023,817,F3,20,90,7,HE,3.66,4,130.22
09/04/2023,211,F3,24,2,1,HN,4.97,2,13.95
04/04/2023,230,F2,171,32,3,HN,6.07,2,16.26
02/04/2023,59,F3,61,12,1,HN,7.2,5,10.79
05/04/2023,306,F3,160,71,3,HE,5.81,1,135.7
14/04/2023,831,F3,67,11,5,HN,5.11,4,97.74
22/04/2023,721,M1,210,77,5,HN,5.65,1,29.04
24/04/2023,1,F3,242,50,5,HE,4.58,3,13.02
22/04/2023,27,F3,95,20,2,HE,1.03,4,103.87
14/04/2023,877,F3,121,38,5,HE,1.5,4,15.24
06/04/2023,882,F2,178,5,4,HN,6.18,1,48.22
17/04/2023,848,F3,39,69,7,HE,7.24,1,55.17
18/04/2023,935,F3,93,54,2,HE,6.57,1,21.04
06/04/2023,326,F3,43,61,7,HE,6.66,5,124.38
16/04/2023,34,F3,188,72,4,HN,7.26,2,79.47
22/04/2023,308,F2,38,29,3,HE,4.5,3,3.36
13/04/2023,824,F3,92,32,6,HE,7.56,4,82.17
14/04/2023,411,F2,77,76,5,HE,2.18,2,138.19
26/04/2023,654,F3,243,45,4,HN,3.94,1,111.69
11/04/2023,621,F3,89,62,4,HE,7.13,2,144.86
16/04/2023,705,M1,198,96,3,HE,2.39,5,13.83
21/04/2023,354,F2,51,88,2,HE,6.53,3,87.36
27/04/2023,911,F2,90,13,7,HE,3.02,4,106.34
03/04/2023,589,M1,29,82,4,HN,6.37,1,85.37
22/04/2023,735,F3,181,78,3,HN,5.84,4,51.6
08/04/2023,410,F2,44,17,6,HN,6.91,2,19.08
02/04/2023,707,M1,99,55,4,HE,7.72,1,30.74
19/04/2023,711,F3,1,62,6,HN,4.31,5,64.85
20/04/2023,826,M1,39,82,5,HE,7.95,1,101.61
28/04/2023,665,F2,177,65,3,HN,7.26,2,56.08
12/04/2023,584,M1,136,70,1,HN,4.04,5,146.9
28/04/2023,606,F3,49,58,7,HN,5.47,2,133.42
24/04/2023,119,F3,9,3,6,HN,7.87,4,50.06
24/04/2023,799,M1,240,81,4,HN,4.05,4,112.66
23/04/2023,359,F3,158,62,5,HE,7.95,5,45.25
27/04/2023,736,F3,62,35,5,HN,4.38,1,120.32
03/04/2023,541,M1,246,60,7,HN,1.3,5,144.31
28/04/2023,810,F3,200,67,5,HE,5.69,3,120.2
26/04/2023,157,F2,81,21,2,HE,5.63,3,114.78
25/04/2023,931,M1,185,40,4,HE,7.82,5,12.58
03/04/2023,512,M1,47,62,3,HE,6.16,2,134.14
28/04/2023,238,F3,142,94,4,HE,3.06,2,95.38
18/04/2023,250,F3,231,85,3,HE,5.32,4,126.98
13/04/2023,890,F2,52,81,5,HE,6.26,4,25.14
21/04/2023,928,F2,59,31,4,HE,4.89,3,100.61
01/04/2023,632,F3,180,11,4,HN,1.37,5,55.54
23/04/2023,767,F3,104,48,7,HE,7.31,1,133.78
13/04/2023,129,F3,55,38,4,HE,5.77,3,29.97
06/04/2023,649,M1,168,99,2,HN,6.48,5,130.72
11/04/2023,407,F3,92,72,5,HN,2.41,3,61.12
12/04/2023,499,M1,14,5,5,HN,6.16,2,86.08
29/04/2023,401,F3,142,62,7,HE,1.05,1,136.87
09/04/2023,891,F2,158,37,1,HE,2.06,5,62.2
23/04/2023,353,F2,201,33,7,HN,7.43,1,59.64
04/04/2023,258,M1,104,87,3,HE,3.01,3,49.49
20/04/2023,823,M1,96,7,7,HE,6.09,5,47.97
04/04/2023,36,F2,123,23,5,HN,6.25,1,127.62
04/04/2023,289,M1,93,12,6,HE,4.15,1,146.06
22/04/2023,565,F2,67,5,6,HN,6.68,1,101.89
27/04/2023,858,F2,19,68,2,HN,4.35,5,79.02
10/04/2023,592,F2,105,2,7,HN,5.98,3,135.5
14/04/2023,342,F2,14,67,5,HN,1.28,2,90.31
04/04/2023,215,F3,58,48,2,HE,4.97,3,133.03
04/04/2023,931,F2,24,64,3,HN,7.39,4,20.38
08/04/2023,728,M1,30,69,3,HN,6.2,2,13.73
22/04/2023,678,F2,232,51,4,HN,3.5,4,23.13
18/04/2023,423,M1,78,60,7,HN,2.99,4,7.91
19/04/2023,781,F2,3,26,3,HE,2.69,2,92.25
22/04/2023,128,F3,94,62,6,HN,1.66,1,51.11
25/04/2023,85,F3,141,73,4,HN,7.15,3,55.32
18/04/2023,191,M1,135,42,3,HE,5.41,5,6.33
29/04/2023,366,F2,116,74,2,HE,3.06,1,52.24
20/04/2023,433,F3,78,26,6,HE,2.72,4,82.25
24/04/2023,789,F2,176,69,2,HN,4.34,4,104.69
10/04/2023,334,F3,91,51,4,HN,2.51,2,126.48
12/04/2023,933,F2,230,67,3,HN,4.73,2,21.41
09/04/2023,916,F2,246,44,7,HN,6.11,4,41.51
22/04/2023,351,M1,64,2,7,HN,7.73,2,92.94
19/04/2023,383,F2,16,58,5,HN,2.78,2,126.62
11/04/2023,785,F3,198,41,4,HN,5.97,3,117.34
13/04/2023,411,M1,209,78,2,HN,6.38,1,2.27
16/04/2023,174,F2,33,38,1,HN,3.13,1,36.6
13/04/2023,760,M1,101,88,2,HN,1.38,3,57.0
27/04/2023,561,F2,193,40,6,HN,2.71,3,113.38
14/04/2023,603,F3,189,4,1,HE,7.29,3,145.08
02/04/2023,485,F3,147,83,5,HE,7.22,5,115.52
18/04/2023,917,F3,21,6,6,HE,3.74,4,65.21
15/04/2023,814,F3,16,41,7,HN,1.47,3,111.2
28/04/2023,782,F3,126,24,6,HN,5.49,2,28.05
05/04/2023,757,F2,122,86,5,HN,3.57,2,27.21
03/04/2023,224,M1,87,40,3,HE,5.86,3,120.84
20/04/2023,691,F2,27,100,4,HN,1.39,5,149.68
15/04/2023,276,M1,219,47,5,HN,1.0,3,21.79
08/04/2023,804,F2,168,19,4,HE,7.91,3,145.11
01/04/2023,15,F2,8,22,4,HN,3.49,1,105.21
17/04/2023,135,F3,147,36,5,HE,2.68,5,78.66
09/04/2023,391,F3,157,47,7,HN,7.53,4,132.87
12/04/2023,377,F3,232,35,5,HE,5.45,2,106.94
16/04/2023,530,F3,247,51,3,HE,2.01,4,39.5
05/04/2023,907,F2,208,72,3,HN,5.2,1,73.69
05/04/2023,370,F3,159,50,1,HE,4.68,3,68.22
02/04/2023,918,M1,158,48,3,HN,1.38,3,66.64
06/04/2023,288,F3,18,30,7,HN,2.73,4,77.32
24/04/2023,472,M1,234,33,1,HE,1.97,1,64.67
22/04/2023,573,F2,140,24,2,HN,5.21,5,24.77
06/04/2023,773,F3,91,14,2,HN,3.64,5,19.13
23/04/2023,426,F3,219,86,2,HE,2.56,4,25.1
27/04/2023,393,M1,32,51,2,HE,6.29,5,78.38
28/04/2023,890,M1,204,46,3,HE,2.91,1,33.98
