data_apontamento,codigo_matricula_colaborador_apontado,codigo_filial_apontada,codigo_projeto_apontado,codigo_cliente_projeto,codigo_segmento_mercado,indicador_tipo_hora_trabalhada,quantidade_horas_trabalhadas,tipo_despesa_apontada,valor_despesa_apontada
03/01/2023,9,F2,239,80,4,HE,3.65,3,70.31
15/01/2023,382,F2,213,68,7,HE,7.81,4,144.83
12/01/2023,955,M1,171,66,4,HE,1.63,4,55.46
14/01/2023,420,F2,189,34,3,HE,2.87,3,65.63
20/01/2023,955,F3,7,31,7,HN,2.11,1,47.02
15/01/2023,381,F3,161,75,2,HE,6.41,1,128.8
14/01/2023,698,F3,160,25,3,HE,6.19,1,127.33
08/01/2023,326,F3,42,76,2,HE,6.05,4,55.35
24/01/2023,508,F2,240,33,3,HN,4.71,3,72.45
20/01/2023,450,F3,213,24,1,HE,3.6,3,129.29
18/01/2023,614,F2,231,13,7,HN,3.56,3,108.33
10/01/2023,46,M1,53,93,4,HE,7.99,2,37.51
25/01/2023,935,F2,154,43,5,HN,7.72,2,7.52
18/01/2023,332,M1,57,83,2,HN,1.17,3,23.27
05/01/2023,906,F3,37,68,2,HE,5.42,3,14.99
18/01/2023,33,F2,166,91,5,HE,5.18,4,72.88
29/01/2023,731,F2,145,91,6,HN,4.04,2,142.28
17/01/2023,312,F2,172,98,7,HN,7.14,2,70.93
24/01/2023,862,F2,50,74,3,HN,6.67,3,97.22
13/01/2023,187,F3,213,10,6,HE,6.9,4,127.35
03/01/2023,840,F3,233,89,5,HE,5.98,4,78.91
03/01/2023,695,F2,182,71,1,HN,1.44,5,148.55
02/01/2023,476,M1,210,55,4,HN,5.47,1,132.13
08/01/2023,636,F3,211,27,6,HN,5.96,4,91.21
27/01/2023,187,F2,201,4,7,HE,7.19,3,136.9
26/01/2023,492,F3,29,77,5,HN,5.56,1,35.5
18/01/2023,860,F2,54,75,5,HE,3.85,1,125.63
11/01/2023,357,F2,99,67,4,HE,6.07,1,7.36
02/01/2023,501,F3,178,63,3,HN,1.9,4,130.71
09/01/2023,118,F3,63,75,5,HE,4.66,2,74.78
11/01/2023,447,F3,13,92,7,HN,6.83,1,35.14
20/01/2023,844,M1,124,54,6,HE,3.75,2,56.6
14/01/2023,226,F3,125,54,3,HE,4.95,3,103.36
10/01/2023,944,M1,185,14,7,HN,1.32,1,99.71
13/01/2023,87,M1,207,40,6,HN,7.89,4,13.87
14/01/2023,838,M1,116,42,7,HN,6.27,1,12.7
05/01/2023,676,F2,229,86,5,HN,6.55,5,89.03
27/01/2023,186,F2,66,52,3,HN,2.56,1,110.66
28/01/2023,942,F3,48,44,4,HE,6.35,4,41.85
09/01/2023,443,M1,248,77,3,HN,2.26,3,64.86
25/01/2023,375,F2,206,15,3,HN,4.62,4,20.72
19/01/2023,153,F3,3,85,4,HN,6.83,4,131.66
29/01/2023,250,F3,183,44,6,HE,1.7,5,66.48
29/01/2023,700,M1,208,70,6,HE,6.77,2,145.31
20/01/2023,232,F2,177,69,5,HN,3.33,3,130.92
14/01/2023,627,F2,180,42,2,HE,4.87,3,12.69
13/01/2023,719,F2,89,27,6,HE,6.05,2,95.4
18/01/2023,580,M1,136,68,2,HE,4.91,1,33.4
22/01/2023,454,F3,193,4,5,HE,1.49,5,66.51
27/01/2023,167,M1,206,49,1,HN,2.81,1,76.58
03/01/2023,917,M1,202,14,6,HN,2.03,1,26.93
28/01/2023,702,F2,244,30,1,HN,7.37,1,143.45
28/01/2023,808,M1,116,6,4,HN,5.26,1,60.66
20/01/2023,879,M1,34,69,6,HN,6.99,2,92.59
03/01/2023,448,M1,178,80,5,HN,4.19,1,66.94
26/01/2023,932,F2,190,46,3,HE,7.51,4,116.9
07/01/2023,252,F3,202,79,4,HE,4.48,3,42.44
01/01/2023,704,F2,89,5,4,HN,7.56,2,91.37
29/01/2023,495,F3,144,68,5,HN,3.57,1,84.44
19/01/2023,656,M1,17,35,5,HE,1.68,3,18.16
21/01/2023,897,F3,204,61,6,HN,6.96,1,117.97
28/01/2023,304,M1,16,57,5,HE,4.52,3,47.16
28/01/2023,397,M1,49,33,4,HN,6.74,4,42.66
13/01/2023,664,F3,104,79,3,HN,5.55,4,49.51
10/01/2023,402,F2,141,29,7,HN,7.22,3,133.11
21/01/2023,487,F3,74,8,4,HN,2.72,2,87.72
23/01/2023,139,F2,23,8,1,HN,2.52,1,61.58
28/01/2023,425,F2,24,13,7,HN,7.11,4,78.93
30/01/2023,554,M1,74,18,6,HN,3.51,5,93.71
28/01/2023,958,F2,232,73,1,HN,1.63,1,118.34
18/01/2023,357,F3,96,58,7,HN,3.55,3,102.06
14/01/2023,416,M1,14,29,4,HE,2.15,2,39.21
27/01/2023,166,F2,162,9,4,HN,1.11,4,49.68
15/01/2023,47,M1,22,64,4,HN,6.83,4,82.77
15/01/2023,12,F3,30,46,2,HN,3.15,1,8.03
05/01/2023,273,F2,99,63,1,HN,3.13,3,118.38
07/01/2023,286,F2,49,75,5,HE,7.47,2,73.61
07/01/2023,57,F3,184,45,1,HN,1.93,5,10.21
14/01/2023,491,F3,44,33,7,HE,3.86,3,73.59
29/01/2023,631,M1,229,38,4,HN,6.39,1,131.17
09/01/2023,100,M1,79,71,3,HE,1.02,5,80.17
22/01/2023,144,F3,224,5,4,HE,1.51,3,65.99
03/01/2023,878,M1,27,17,3,HN,7.61,4,10.79
21/01/2023,107,M1,217,74,3,HN,2.19,2,64.84
24/01/2023,653,M1,155,34,6,HE,7.97,3,40.95
12/01/2023,405,F3,141,29,3,HN,3.77,3,136.77
19/01/2023,365,M1,61,82,4,HE,7.15,5,66.91
12/01/2023,274,F2,1,14,1,HE,2.66,4,67.62
11/01/2023,715,F2,23,77,4,HN,5.92,3,134.71
12/01/2023,88,M1,208,52,3,HE,4.14,4,34.94
16/01/2023,387,F2,35,52,4,HN,7.94,4,140.75
17/01/2023,894,F3,131,28,1,HN,6.77,4,55.48
25/01/2023,783,F3,19,61,4,HN,7.11,2,29.33
26/01/2023,7,M1,108,30,4,HN,5.73,3,16.76
18/01/2023,869,F3,193,18,6,HN,3.53,5,92.22
01/01/2023,331,M1,40,86,4,HE,4.21,2,140.55
24/01/2023,436,F3,80,25,4,HE,4.51,3,6.91
17/01/2023,748,F2,40,3,7,HE,3.69,1,82.11
09/01/2023,782,M1,105,27,1,HE,2.62,2,145.28
02/01/2023,191,M1,54,97,2,HE,6.2,5,98.35
02/01/2023,115,M1,55,88,6,HE,1.51,1,43.07
28/01/2023,296,F2,110,74,3,HE,4.62,2,2.12
12/01/2023,105,F2,100,43,3,HN,4.69,2,28.79
14/01/2023,237,M1,246,46,6,HN,2.06,3,33.84
15/01/2023,146,M1,25,8,6,HN,7.33,5,115.14
26/01/2023,479,F3,137,30,5,HE,3.18,2,81.61
08/01/2023,492,M1,224,13,5,HN,2.77,1,87.99
01/01/2023,232,F3,213,67,7,HN,2.28,5,83.42
18/01/2023,628,F3,8,69,4,HN,7.39,1,117.38
15/01/2023,252,M1,250,75,7,HN,4.66,5,136.61
25/01/2023,864,M1,243,22,1,HE,3.72,2,80.22
25/01/2023,525,F3,73,99,1,HN,1.26,1,106.8
22/01/2023,581,F2,88,27,4,HE,7.18,4,29.12
05/01/2023,834,F2,45,34,1,HE,5.05,1,63.07
12/01/2023,736,F3,5,19,6,HN,7.36,1,95.63
24/01/2023,689,F2,111,67,7,HN,1.91,3,99.98
18/01/2023,655,M1,155,94,3,HE,6.43,3,63.6
23/01/2023,705,F3,187,38,2,HN,7.69,5,101.39
27/01/2023,470,F2,237,36,5,HE,7.61,4,24.17
09/01/2023,148,M1,8,98,2,HN,6.79,3,42.14
30/01/2023,569,F3,54,74,6,HE,4.03,2,105.57
17/01/2023,132,F2,110,79,6,HE,7.8,3,91.11
29/01/2023,441,F3,231,70,4,HN,2.45,1,4.18
12/01/2023,258,F2,173,77,1,HN,1.59,4,38.63
04/01/2023,485,F2,123,50,5,HN,1.43,4,34.23
20/01/2023,440,M1,78,60,1,HN,6.07,2,133.66
14/01/2023,900,M1,48,57,6,HN,7.09,5,132.38
14/01/2023,763,F2,107,63,7,HE,1.97,5,112.28
24/01/2023,505,F3,218,39,5,HN,4.08,2,28.39
30/01/2023,182,M1,237,39,3,HE,5.86,3,24.95
27/01/2023,348,F2,186,16,4,HN,3.62,3,72.27
16/01/2023,439,F2,151,21,6,HN,1.25,2,56.59
04/01/2023,23,M1,110,92,2,HN,3.11,2,141.5
26/01/2023,248,F3,175,3,2,HN,4.24,5,25.03
07/01/2023,316,F2,151,1,6,HE,7.32,3,38.65
19/01/2023,91,M1,109,27,3,HE,3.07,5,41.62
04/01/2023,443,F2,67,28,4,HE,3.6,1,53.47
27/01/2023,763,F2,108,79,7,HE,6.73,2,2.52
17/01/2023,304,M1,200,65,1,HN,3.58,2,61.76
25/01/2023,804,M1,122,35,2,HE,7.1,3,81.1
06/01/2023,397,M1,150,39,7,HE,7.08,1,33.26
10/01/2023,20,F3,192,13,6,HN,6.2,2,60.65
29/01/2023,629,F3,211,72,7,HE,4.82,4,32.23
16/01/2023,592,M1,163,11,5,HN,5.53,2,139.75
04/01/2023,486,F3,157,68,3,HN,5.25,4,65.15
16/01/2023,725,F3,243,69,3,HN,4.78,3,5.4
16/01/2023,180,F3,74,21,2,HE,6.96,5,26.76
11/01/2023,191,M1,226,42,3,HE,6.02,3,54.99
02/01/2023,670,M1,227,2,5,HE,1.98,3,97.27
03/01/2023,392,M1,220,89,3,HN,7.25,5,105.77
03/01/2023,715,F3,86,79,7,HN,5.34,4,112.76
23/01/2023,113,F3,135,26,3,HN,1.91,4,127.41
25/01/2023,778,F2,221,55,5,HN,1.6,4,99.71
26/01/2023,687,F2,33,62,3,HE,6.72,2,61.93
16/01/2023,933,M1,207,82,4,HN,4.18,5,44.97
28/01/2023,510,F3,199,75,3,HN,2.15,3,8.4
18/01/2023,363,F2,46,84,4,HN,4.17,5,83.73
26/01/2023,103,F2,235,74,7,HN,2.04,2,28.05
05/01/2023,58,M1,27,11,4,HN,6.1,4,20.32
06/01/2023,866,F2,92,86,1,HN,2.94,4,16.73
05/01/2023,553,F3,57,41,1,HN,2.24,1,103.63
06/01/2023,178,F2,41,78,5,HN,4.13,5,47.79
08/01/2023,262,F3,49,15,1,HN,1.34,3,89.57
09/01/2023,326,F2,88,62,1,HN,7.56,2,96.64
24/01/2023,100,F3,231,88,5,HE,2.52,5,124.3
05/01/2023,444,F3,24,22,1,HN,5.47,1,37.11
27/01/2023,376,F2,157,82,2,HN,6.04,1,40.55
25/01/2023,791,M1,48,49,7,HE,4.16,3,69.19
22/01/2023,662,F3,181,58,6,HN,6.28,5,108.32
01/01/2023,97,F2,65,47,7,HN,2.93,1,28.72
14/01/2023,781,M1,198,93,7,HN,2.55,4,141.39
26/01/2023,936,M1,3,15,6,HE,2.32,2,74.22
28/01/2023,420,F3,67,54,5,HE,2.52,5,59.96
11/01/2023,699,F2,231,76,7,HN,1.65,5,104.14
20/01/2023,135,F3,31,78,6,HN,2.52,2,14.6
18/01/2023,200,F3,146,13,2,HE,5.81,4,40.53
12/01/2023,572,M1,146,97,2,HE,6.5,1,52.35
09/01/2023,860,F2,127,21,5,HN,6.73,1,8.29
14/01/2023,540,M1,174,90,2,HN,7.1,3,4.51
08/01/2023,25,F3,202,15,1,HN,5.31,5,19.0
08/01/2023,704,M1,88,24,5,HE,7.16,5,50.43
06/01/2023,605,F3,73,85,6,HE,6.68,2,131.05
29/01/2023,38,M1,57,15,2,HE,1.93,2,127.06
23/01/2023,534,M1,189,55,5,HN,1.99,2,11.83
11/01/2023,258,M1,129,5,5,HN,1.14,5,140.0
11/01/2023,408,F2,25,1,5,HE,6.76,2,99.66
17/01/2023,594,M1,250,55,7,HE,4.91,1,2.26
13/01/2023,942,F3,87,67,6,HE,7.89,2,41.93
16/01/2023,297,F2,181,17,7,HE,1.31,2,18.17
02/01/2023,739,F3,210,22,5,HE,7.51,1,130.27
26/01/2023,892,F3,115,67,3,HN,3.89,4,96.5
05/01/2023,189,F3,215,8,1,HE,1.73,2,130.44
03/01/2023,901,F2,230,87,1,HE,3.37,5,16.39
08/01/2023,288,F3,208,63,2,HN,1.71,5,115.34
11/01/2023,608,F2,177,64,2,HN,6.64,2,109.46
13/01/2023,677,F2,221,56,6,HE,2.03,4,57.42
29/01/2023,404,F2,102,60,4,HE,6.14,1,65.74
23/01/2023,826,F2,133,87,7,HE,2.36,5,28.17
14/01/2023,415,F2,106,65,5,HN,5.29,5,94.79
11/01/2023,557,F3,68,67,1,HN,3.5,5,71.07
18/01/2023,457,F3,66,28,5,HE,4.85,2,2.49
09/01/2023,189,F3,196,3,1,HE,3.43,5,111.12
10/01/2023,393,M1,204,83,3,HE,7.01,3,145.28
14/01/2023,267,F2,207,9,3,HN,1.96,5,19.75
23/01/2023,625,F3,214,21,5,HE,5.21,3,128.94
02/01/2023,46,M1,130,67,7,HE,1.67,1,49.8
03/01/2023,819,F3,20,73,5,HN,2.1,1,140.46
06/01/2023,848,F3,110,70,1,HN,1.06,5,59.57
17/01/2023,921,F3,3,84,7,HE,5.34,1,149.46
12/01/2023,669,M1,244,27,6,HN,2.89,4,119.34
01/01/2023,649,M1,197,15,6,HE,2.2,1,29.85
19/01/2023,204,F3,98,60,2,HE,2.3,2,70.71
25/01/2023,691,M1,127,28,2,HE,4.28,5,7.27
28/01/2023,399,M1,238,85,2,HE,3.16,1,29.58
16/01/2023,34,M1,245,1,4,HE,7.36,1,45.46
12/01/2023,452,F3,198,16,4,HE,6.28,2,26.56
19/01/2023,732,F3,33,84,4,HE,2.1,4,114.61
14/01/2023,587,F2,106,78,5,HE,6.24,5,89.71
28/01/2023,157,F2,240,98,1,HN,7.51,1,21.32
05/01/2023,698,F2,64,54,5,HN,5.38,4,130.05
09/01/2023,578,M1,168,2,2,HN,5.26,1,22.12
29/01/2023,544,F2,233,39,6,HE,3.06,2,107.55
26/01/2023,622,F2,31,9,2,HE,7.44,2,132.42
17/01/2023,317,F3,91,14,3,HN,4.63,4,4.48
16/01/2023,883,F3,233,82,5,HN,4.57,5,122.14
05/01/2023,497,F3,8,50,5,HE,6.89,5,30.34
15/01/2023,925,M1,239,58,1,HE,7.93,5,48.18
04/01/2023,630,M1,162,86,4,HE,2.4,1,133.2
18/01/2023,243,F2,207,47,3,HE,5.13,4,9.79
17/01/2023,901,F2,64,96,4,HE,6.69,5,9.09
22/01/2023,305,F3,239,15,1,HE,7.61,1,81.88
18/01/2023,16,F3,38,47,5,HE,5.58,2,50.92
24/01/2023,643,M1,104,64,7,HE,5.41,2,52.88
09/01/2023,929,M1,236,71,3,HE,1.89,2,23.28
12/01/2023,903,F3,183,21,3,HN,6.99,4,44.44
11/01/2023,893,F3,56,34,5,HN,4.22,5,89.73
03/01/2023,116,M1,133,20,5,HE,3.36,1,35.49
12/01/2023,909,F2,22,59,1,HN,4.35,1,11.31
12/01/2023,307,M1,196,35,4,HN,7.11,1,136.18
07/01/2023,179,M1,167,61,4,HE,6.37,4,84.39
13/01/2023,839,F2,135,28,3,HE,2.0,1,114.16
18/01/2023,212,M1,164,66,2,HN,3.08,4,66.96
08/01/2023,694,M1,204,62,7,HN,5.23,5,61.25
05/01/2023,485,M1,208,75,7,HE,4.98,2,52.59
20/01/2023,210,F2,47,72,7,HN,3.83,3,62.66
29/01/2023,250,F3,53,89,1,HN,5.51,5,121.67
30/01/2023,222,M1,147,82,5,HE,6.29,3,125.93
21/01/2023,515,M1,220,63,4,HE,4.42,4,60.36
06/01/2023,598,F2,239,35,5,HN,6.61,5,95.28
04/01/2023,456,F3,73,69,7,HN,2.97,1,120.56
19/01/2023,6,F2,23,80,2,HN,2.8,1,137.47
16/01/2023,52,F2,2,48,1,HE,2.32,2,94.38
28/01/2023,855,M1,92,54,3,HE,3.39,2,131.48
02/01/2023,536,F2,222,4,1,HE,5.89,5,116.75
03/01/2023,459,F2,29,17,6,HN,3.29,5,69.76
24/01/2023,285,F2,152,21,1,HE,6.87,5,145.6
20/01/2023,672,M1,45,23,6,HE,4.19,1,125.28
26/01/2023,770,F2,72,34,4,HE,6.88,4,48.36
13/01/2023,522,M1,92,71,7,HN,1.5,3,114.43
15/01/2023,54,M1,182,82,2,HE,5.72,4,94.07
04/01/2023,203,F2,88,20,1,HE,2.07,2,12.16
09/01/2023,299,F2,25,15,2,HN,5.5,2,88.35
21/01/2023,224,M1,103,62,5,HN,7.95,3,3.57
18/01/2023,561,M1,62,8,3,HN,4.84,2,49.73
06/01/2023,126,M1,33,57,2,HN,3.81,4,101.48
05/01/2023,77,F3,226,57,3,HN,3.58,3,21.58
26/01/2023,792,F2,35,50,7,HN,7.38,1,23.05
27/01/2023,748,M1,93,67,5,HE,3.32,2,54.9
29/01/2023,311,F2,81,16,7,HN,1.42,2,67.0
21/01/2023,929,M1,53,30,3,HN,1.65,3,135.39
16/01/2023,404,M1,242,9,2,HE,6.82,3,142.38
05/01/2023,244,M1,227,81,1,HN,7.08,5,34.12
15/01/2023,382,M1,245,31,4,HE,7.73,3,4.0
16/01/2023,36,F3,98,32,2,HE,4.77,2,75.8
02/01/2023,697,M1,43,69,7,HE,7.22,5,140.84
06/01/2023,576,F3,166,27,1,HE,7.32,5,58.92
05/01/2023,43,M1,247,26,2,HN,2.81,2,114.93
06/01/2023,92,M1,111,4,7,HE,6.93,2,110.54
04/01/2023,696,F3,21,90,5,HN,1.94,2,40.33
01/01/2023,272,F2,117,69,2,HE,7.0,1,4.04
07/01/2023,195,F3,183,37,1,HE,1.54,4,115.31
12/01/2023,254,F2,28,43,6,HE,6.95,4,31.56
19/01/2023,7,F3,42,88,3,HE,4.76,3,57.94
26/01/2023,839,F2,119,69,2,HE,2.4,3,47.44
28/01/2023,158,M1,94,54,2,HE,4.45,2,68.24
01/01/2023,817,F3,121,65,2,HN,7.69,4,68.63
10/01/2023,850,F3,9,23,5,HE,4.89,3,72.76
26/01/2023,458,M1,158,19,4,HE,2.98,4,66.3
