data_apontamento,codigo_matricula_colaborador_apontado,codigo_filial_apontada,codigo_projeto_apontado,codigo_cliente_projeto,codigo_segmento_mercado,indicador_tipo_hora_trabalhada,quantidade_horas_trabalhadas,tipo_despesa_apontada,valor_despesa_apontada
17/04/2024,331,M1,71,3,5,HE,6.94,1,102.92
23/04/2024,510,M1,176,89,5,HN,1.61,3,42.35
02/04/2024,81,M1,151,52,2,HE,1.41,4,67.4
27/04/2024,446,F3,120,63,4,HE,2.7,1,78.45
08/04/2024,300,F2,127,61,1,HE,3.28,2,54.62
02/04/2024,144,M1,23,90,6,HE,5.33,2,140.86
16/04/2024,754,F3,250,57,3,HE,1.18,1,65.84
14/04/2024,341,F2,114,13,5,HE,1.43,4,17.19
12/04/2024,121,M1,221,50,2,HE,2.85,5,54.12
15/04/2024,26,F2,93,38,2,HN,4.1,4,25.79
07/04/2024,120,F2,103,68,2,HN,4.48,4,19.39
03/04/2024,172,M1,153,4,1,HN,7.95,4,119.99
27/04/2024,382,F2,3,85,3,HE,7.62,3,124.77
21/04/2024,536,F2,247,5,3,HE,7.13,4,15.46
13/04/2024,924,F2,128,47,7,HE,1.44,3,72.88
10/04/2024,399,F3,45,34,5,HE,4.35,5,119.98
17/04/2024,230,F2,162,23,7,HE,5.06,1,34.88
14/04/2024,228,F2,178,7,3,HN,1.06,5,111.32
19/04/2024,699,M1,69,6,2,HN,1.57,5,1.04
02/04/2024,3,F3,242,83,6,HE,7.02,1,114.92
04/04/2024,290,F3,30,23,1,HN,3.54,5,61.4
22/04/2024,902,M1,200,96,4,HE,2.77,2,98.69
17/04/2024,362,F3,94,14,7,HN,1.24,5,52.78
26/04/2024,278,F2,210,97,3,HE,4.76,5,116.92
01/04/2024,22,M1,196,29,5,HE,6.24,5,63.89
21/04/2024,152,M1,6,77,4,HN,6.4,1,103.78
13/04/2024,66,F3,3,24,7,HN,7.45,2,6.35
06/04/2024,25,F2,1,61,1,HE,4.76,3,80.18
07/04/2024,474,F3,114,44,7,HN,3.81,5,93.51
02/04/2024,233,M1,1,14,3,HN,5.82,5,9.51
09/04/2024,70,F2,209,49,3,HE,7.44,1,97.15
17/04/2024,700,F3,92,76,2,HE,1.32,1,50.25
25/04/2024,411,F3,201,23,7,HE,6.77,2,68.41
10/04/2024,59,F3,212,64,7,HN,3.54,2,121.31
27/04/2024,199,F3,188,77,6,HN,5.19,5,104.87
08/04/2024,82,M1,248,58,5,HN,7.41,5,90.48
05/04/2024,279,F3,77,49,7,HE,6.05,1,54.14
15/04/2024,196,M1,70,50,5,HN,3.06,3,38.01
17/04/2024,784,M1,72,49,6,HE,2.91,2,15.33
15/04/2024,305,F2,103,4,7,HE,3.98,4,102.22
01/04/2024,920,F2,127,71,5,HE,6.2,2,31.28
18/04/2024,560,F3,114,26,3,HE,6.74,4,22.86
23/04/2024,469,F2,248,14,4,HE,7.1,2,122.43
01/04/2024,503,F3,63,28,1,HE,2.61,2,33.21
19/04/2024,466,F3,73,72,1,HN,3.42,5,68.51
28/04/2024,538,F3,222,57,1,HN,6.34,1,133.06
22/04/2024,657,F2,140,76,3,HN,3.62,4,92.5
19/04/2024,470,F2,97,40,1,HN,1.83,2,106.54
07/04/2024,894,M1,72,88,6,HN,6.56,3,31.48
21/04/2024,255,F2,73,57,2,HE,2.53,3,131.36
12/04/2024,282,M1,236,32,6,HN,6.27,2,20.54
06/04/2024,270,M1,213,55,1,HE,1.02,2,38.79
11/04/2024,7,F3,24,43,3,HE,2.4,2,141.6
17/04/2024,88,F2,186,90,3,HN,2.22,2,56.46
26/04/2024,832,M1,126,9,4,HN,7.5,1,4.35
12/04/2024,124,M1,82,21,4,HN,2.3,3,14.7
18/04/2024,473,F3,27,45,1,HE,4.81,3,44.93
20/04/2024,83,F2,204,19,5,HE,4.51,5,100.09
20/04/2024,473,F2,44,88,7,HE,6.97,4,114.26
14/04/2024,300,M1,148,1,7,HE,7.8,4,61.19
15/04/2024,41,M1,143,40,1,HE,3.58,5,126.54
03/04/2024,866,F2,48,15,7,HN,7.55,4,102.78
08/04/2024,26,M1,38,2,3,HN,1.87,1,148.93
16/04/2024,237,F2,202,8,2,HE,6.07,1,46.56
22/04/2024,426,M1,19,15,7,HE,6.3,1,23.21
03/04/2024,841,M1,55,28,6,HE,7.86,1,46.66
12/04/2024,478,M1,29,90,5,HE,6.38,4,37.02
10/04/2024,538,F3,134,63,3,HN,5.04,2,46.21
02/04/2024,256,M1,213,6,3,HE,1.89,3,91.29
17/04/2024,184,F3,49,47,7,HE,3.98,1,73.34
12/04/2024,793,M1,29,36,2,HE,1.83,1,2.1
06/04/2024,879,F3,29,68,4,HE,7.71,1,137.58
15/04/2024,453,F2,23,17,3,HE,3.39,5,144.15
12/04/2024,32,M1,12,45,1,HN,5.38,2,66.66
01/04/2024,396,M1,43,42,3,HN,4.79,1,91.75
09/04/2024,482,F2,217,36,2,HE,1.38,2,3.56
04/04/2024,831,F2,99,23,7,HN,3.82,3,122.83
09/04/2024,338,F3,168,8,1,HE,5.68,1,13.53
08/04/2024,408,F3,145,47,5,HE,4.63,1,79.33
20/04/2024,171,M1,166,20,2,HE,2.02,5,15.67
25/04/2024,758,F3,209,63,6,HE,6.03,4,105.29
12/04/2024,402,F2,103,54,5,HE,1.85,1,14.02
02/04/2024,901,M1,22,11,4,HE,6.24,4,70.01
13/04/2024,202,M1,211,74,2,HE,1.45,3,20.16
16/04/2024,351,F3,12,17,2,HE,4.18,3,121.01
26/04/2024,799,F2,156,32,3,HN,2.65,5,69.68
14/04/2024,285,F2,56,4,4,HN,4.25,3,69.95
27/04/2024,376,F3,176,31,3,HE,6.23,5,140.33
29/04/2024,605,F3,99,33,4,HE,1.56,3,31.35
27/04/2024,814,F3,135,81,3,HN,2.46,3,147.44
04/04/2024,791,F3,180,57,7,HN,6.64,4,65.5
15/04/2024,687,M1,113,96,4,HE,7.19,5,75.93
23/04/2024,845,M1,134,37,2,HE,6.04,2,64.12
22/04/2024,640,M1,97,50,2,HN,6.45,5,86.6
20/04/2024,530,F3,198,42,1,HN,6.31,1,114.8
18/04/2024,793,F3,154,92,3,HN,1.73,1,108.04
27/04/2024,116,M1,192,100,2,HN,1.27,5,23.35
22/04/2024,943,F2,111,53,3,HN,3.57,2,133.96
14/04/2024,583,F3,193,13,3,HN,1.37,5,65.94
24/04/2024,672,F3,118,55,3,HN,4.65,2,2.96
26/04/2024,282,F3,76,89,1,HN,7.67,4,68.38
14/04/2024,623,F3,40,13,2,HN,4.43,4,117.24
23/04/2024,897,M1,57,85,7,HE,6.15,3,42.78
09/04/2024,862,F2,205,72,4,HE,5.77,2,32.49
20/04/2024,617,M1,204,26,5,HE,2.9,1,38.3
09/04/2024,624,M1,113,77,6,HE,4.11,2,102.48
20/04/2024,370,F3,57,86,3,HN,3.19,2,31.16
22/04/2024,471,M1,122,100,6,HE,5.01,3,96.96
18/04/2024,25,F3,193,28,5,HE,5.25,3,74.43
20/04/2024,439,M1,111,53,6,HN,5.53,1,140.51
26/04/2024,178,M1,8,90,5,HE,2.53,5,62.69
13/04/2024,359,F3,165,21,5,HE,3.33,1,96.72
05/04/2024,447,F3,7,46,6,HN,5.24,3,130.21
09/04/2024,680,M1,93,27,4,HN,7.25,2,82.28
02/04/2024,33,F2,3,15,6,HE,4.04,4,127.38
27/04/2024,326,F2,20,23,7,HE,4.39,5,47.63
20/04/2024,755,F2,235,78,5,HN,5.17,2,91.16
24/04/2024,12,F3,14,41,7,HN,7.77,3,100.91
14/04/2024,401,F3,13,63,2,HE,7.14,5,109.53
25/04/2024,510,F3,76,40,7,HN,1.69,5,121.52
09/04/2024,164,F3,209,42,2,HE,1.05,4,17.95
11/04/2024,381,M1,126,68,5,HE,5.34,1,139.37
01/04/2024,451,F2,150,62,2,HN,1.9,4,19.92
02/04/2024,444,M1,86,93,5,HE,2.8,2,17.12
04/04/2024,813,F3,74,80,3,HE,7.01,3,83.43
08/04/2024,30,F3,3,11,2,HE,6.93,4,11.28
05/04/2024,782,M1,218,37,7,HN,5.7,4,92.07
08/04/2024,168,M1,123,79,5,HE,6.0,2,48.22
11/04/2024,752,F3,110,18,3,HE,6.03,2,107.87
05/04/2024,196,M1,130,21,6,HE,4.12,5,80.79
08/04/2024,854,M1,208,48,1,HE,4.22,1,81.26
15/04/2024,154,M1,171,59,6,HN,6.96,3,89.83
13/04/2024,705,M1,17,20,3,HN,1.82,1,57.11
29/04/2024,237,F3,154,34,5,HN,5.51,2,7.95
10/04/2024,3,F3,244,52,6,HN,5.86,5,49.04
03/04/2024,763,F3,174,37,6,HE,4.92,4,23.47
17/04/2024,381,F3,90,6,5,HE,3.76,1,78.81
16/04/2024,397,M1,242,83,2,HN,3.12,4,105.17
14/04/2024,318,F2,226,62,7,HE,2.78,5,103.72
06/04/2024,741,M1,143,50,4,HN,3.77,2,80.63
01/04/2024,374,F2,237,92,3,HE,4.64,3,52.82
12/04/2024,765,F3,199,19,1,HE,4.94,2,117.47
04/04/2024,230,F3,224,60,4,HE,6.51,2,48.78
06/04/2024,214,M1,209,26,3,HE,6.26,2,149.06
17/04/2024,354,M1,136,6,4,HE,5.8,4,81.2
22/04/2024,953,F2,122,68,7,HE,2.92,5,88.1
24/04/2024,603,F2,141,25,1,HE,4.64,4,88.62
23/04/2024,72,M1,55,68,5,HN,1.78,2,101.84
06/04/2024,854,F2,205,87,2,HN,1.08,1,79.88
21/04/2024,718,F2,223,58,7,HN,4.32,4,56.81
11/04/2024,654,M1,12,95,6,HN,1.21,1,111.6
09/04/2024,481,F2,202,14,5,HE,6.63,3,136.42
09/04/2024,549,M1,193,14,7,HE,1.77,2,38.58
11/04/2024,849,M1,39,78,4,HN,7.74,1,121.21
15/04/2024,433,M1,24,97,1,HN,2.73,1,114.8
15/04/2024,586,F2,228,74,4,HN,7.5,4,48.44
17/04/2024,739,F3,180,45,5,HN,5.41,5,96.99
19/04/2024,486,M1,10,19,5,HN,5.11,2,144.33
10/04/2024,761,F3,85,72,2,HN,7.69,3,125.67
12/04/2024,80,M1,225,29,5,HE,6.8,2,78.85
14/04/2024,582,F2,161,62,2,HE,1.84,3,9.51
09/04/2024,18,M1,194,15,4,HN,6.14,4,124.66
12/04/2024,169,F3,69,79,5,HN,4.96,2,103.99
28/04/2024,589,M1,212,81,7,HE,2.66,2,105.52
02/04/2024,331,M1,65,74,3,HE,2.37,2,9.72
10/04/2024,214,F2,173,12,7,HE,4.84,2,130.82
14/04/2024,305,F3,234,42,7,HN,2.37,1,3.96
14/04/2024,258,F3,179,86,2,HN,3.02,5,4.99
06/04/2024,399,M1,32,38,7,HE,7.71,4,60.78
06/04/2024,90,F3,250,16,5,HN,3.7,2,91.67
17/04/2024,664,F2,232,96,3,HE,1.26,3,20.1
19/04/2024,770,M1,167,61,2,HE,4.82,4,49.89
19/04/2024,526,F3,165,76,1,HE,1.63,3,145.67
19/04/2024,140,F3,5,13,1,HE,4.0,4,3.48
26/04/2024,64,F2,94,66,2,HN,1.02,5,113.14
19/04/2024,532,M1,117,45,1,HE,2.22,4,19.83
27/04/2024,213,M1,226,95,5,HN,6.73,5,148.15
29/04/2024,693,M1,63,49,3,HN,6.08,3,139.61
14/04/2024,672,F3,163,2,6,HE,5.61,2,33.82
02/04/2024,940,F2,44,15,1,HE,7.43,5,30.6
11/04/2024,832,F2,217,10,3,HE,6.71,2,135.72
06/04/2024,459,M1,37,55,3,HN,5.24,2,49.9
02/04/2024,111,F2,50,95,6,HE,6.49,1,112.95
22/04/2024,539,F3,183,57,2,HN,3.72,4,71.02
14/04/2024,909,M1,161,55,7,HE,4.82,4,144.34
08/04/2024,432,F3,175,98,3,HE,2.75,5,29.3
22/04/2024,86,F3,209,4,6,HN,2.98,5,4.44
02/04/2024,567,F3,133,38,4,HN,7.29,5,38.47
13/04/2024,246,M1,202,31,3,HE,7.76,1,46.33
07/04/2024,442,F3,69,74,7,HN,5.42,3,86.87
10/04/2024,180,F3,1,31,4,HE,5.25,1,79.28
16/04/2024,255,F3,30,24,3,HE,3.03,2,97.72
17/04/2024,683,M1,136,48,7,HE,4.47,4,40.74
08/04/2024,940,F3,62,97,6,HE,6.0,2,107.51
14/04/2024,7,M1,185,55,1,HE,1.03,5,97.35
15/04/2024,358,F2,75,1,7,HN,1.78,4,62.71
23/04/2024,782,M1,22,9,6,HN,5.28,5,119.6
15/04/2024,199,F2,149,10,1,HE,4.19,3,40.56
09/04/2024,257,F3,152,95,7,HE,7.89,2,92.59
26/04/2024,627,M1,200,8,4,HE,6.16,5,53.38
24/04/2024,319,F3,71,62,6,HE,2.54,4,35.15
12/04/2024,922,M1,151,78,5,HE,6.82,5,114.61
20/04/2024,721,F2,114,86,4,HN,1.3,1,141.85
20/04/2024,896,F2,42,31,7,HN,1.57,1,11.41
22/04/2024,831,M1,115,76,6,HN,2.58,3,47.74
19/04/2024,591,F3,195,92,3,HN,3.51,4,62.77
19/04/2024,610,F3,220,63,6,HE,4.29,5,32.91
25/04/2024,350,F2,164,80,2,HE,1.63,2,42.3
15/04/2024,876,F2,64,29,3,HN,1.42,1,147.54
01/04/2024,93,F3,40,39,1,HE,2.1,5,54.31
27/04/2024,223,M1,248,59,6,HN,5.14,1,102.76
26/04/2024,797,M1,171,80,5,HE,5.79,5,21.98
12/04/2024,366,F2,89,52,1,HE,5.48,5,32.81
13/04/2024,777,F2,242,39,5,HN,7.02,2,34.84
03/04/2024,81,F2,186,100,7,HN,6.22,3,22.37
23/04/2024,466,M1,17,11,7,HN,4.18,5,105.36
12/04/2024,753,F2,110,83,4,HN,3.46,5,75.07
07/04/2024,478,F2,111,16,1,HN,3.64,2,80.77
04/04/2024,365,F3,186,75,6,HE,3.02,5,90.19
27/04/2024,720,F2,203,37,2,HE,3.52,1,83.62
26/04/2024,815,M1,116,41,1,HN,6.81,1,102.1
16/04/2024,231,F3,148,72,3,HE,1.97,5,1.01
05/04/2024,646,M1,156,45,3,HN,3.41,5,43.88
04/04/2024,576,F3,26,8,7,HE,4.39,2,32.36
25/04/2024,917,F3,205,84,7,HE,7.91,2,31.05
22/04/2024,828,M1,165,66,7,HN,1.5,1,34.25
24/04/2024,873,F2,109,74,3,HN,7.8,4,54.44
21/04/2024,364,M1,17,84,3,HN,6.85,2,128.1
13/04/2024,730,F2,149,76,6,HN,1.67,5,126.51
21/04/2024,261,F2,2,74,4,HN,5.77,4,145.4
21/04/2024,336,M1,128,87,4,HN,3.22,5,79.43
19/04/2024,947,F3,96,100,2,HE,4.93,5,55.21
19/04/2024,138,F3,239,68,2,HN,7.33,5,7.94
24/04/2024,217,F3,53,90,5,HE,7.33,3,94.92
17/04/2024,838,F2,4,78,6,HN,3.63,2,98.41
19/04/2024,694,F2,128,58,3,HN,7.41,2,94.54
16/04/2024,56,F3,231,20,3,HN,1.22,5,1.63
05/04/2024,666,M1,135,69,4,HN,3.77,3,111.44
02/04/2024,138,M1,56,99,2,HE,4.68,4,67.74
04/04/2024,619,F2,36,93,6,HN,7.93,1,69.67
04/04/2024,583,F2,57,19,7,HE,2.77,5,47.25
27/04/2024,739,M1,40,49,3,HN,4.59,3,24.82
17/04/2024,457,F2,87,83,7,HE,6.06,1,33.17
17/04/2024,956,F2,90,37,4,HE,4.32,5,118.83
04/04/2024,238,M1,98,60,3,HE,2.6,1,93.44
27/04/2024,581,F3,53,58,1,HE,4.28,1,29.65
27/04/2024,593,F3,52,4,1,HN,5.68,4,48.32
01/04/2024,681,F3,232,24,6,HN,2.57,5,7.54
15/04/2024,563,F2,40,38,3,HN,2.7,5,13.01
19/04/2024,443,M1,232,23,6,HE,1.23,3,120.66
14/04/2024,153,F3,11,79,2,HN,1.47,4,38.7
13/04/2024,424,M1,25,32,3,HN,3.94,4,77.81
13/04/2024,217,M1,55,86,2,HE,6.02,3,77.69
08/04/2024,492,F2,74,58,7,HE,3.18,2,120.11
25/04/2024,882,M1,33,59,4,HE,6.72,2,9.42
13/04/2024,608,M1,175,47,3,HN,2.43,1,134.7
24/04/2024,210,M1,109,8,6,HN,4.24,3,120.35
20/04/2024,852,M1,73,57,6,HE,3.87,4,8.41
24/04/2024,544,M1,179,88,4,HE,5.75,5,100.33
09/04/2024,559,M1,71,5,2,HE,1.89,4,149.5
03/04/2024,400,F3,40,64,4,HN,4.83,5,28.69
14/04/2024,331,F2,221,92,3,HE,7.85,4,145.22
24/04/2024,549,F2,214,64,4,HN,7.91,1,101.78
14/04/2024,370,F2,235,41,5,HE,1.92,3,14.65
19/04/2024,262,M1,74,38,3,HN,6.25,5,57.24
01/04/2024,257,M1,226,100,1,HE,7.44,1,31.08
23/04/2024,101,F2,18,59,1,HE,1.41,2,28.45
08/04/2024,849,M1,177,46,1,HE,7.56,3,144.77
18/04/2024,832,M1,108,61,6,HN,2.76,4,148.13
08/04/2024,36,M1,195,53,4,HE,4.4,5,24.08
11/04/2024,426,M1,166,7,1,HE,5.73,2,104.7
21/04/2024,519,F2,162,87,4,HE,4.66,4,30.09
07/04/2024,574,M1,243,13,2,HN,5.3,2,71.9
01/04/2024,94,F3,116,53,2,HE,7.97,2,124.26
03/04/2024,145,F3,192,98,7,HE,6.23,1,72.46
04/04/2024,811,F3,201,69,6,HE,1.75,5,66.89
15/04/2024,477,F2,226,53,2,HN,1.91,3,125.23
16/04/2024,248,M1,101,62,2,HN,6.42,5,119.55
10/04/2024,188,F3,108,2,3,HN,1.7,1,50.14
05/04/2024,805,F2,140,24,2,HN,6.41,2,21.89
16/04/2024,362,F2,74,98,2,HE,4.87,1,139.19
09/04/2024,116,M1,184,32,6,HE,5.06,3,3.14
18/04/2024,481,F2,183,59,2,HE,1.82,2,43.1
05/04/2024,67,F3,248,70,5,HN,4.91,4,135.12
21/04/2024,524,M1,127,16,7,HN,2.22,2,17.45
08/04/2024,172,F3,95,97,7,HE,3.44,1,43.54
06/04/2024,21,F2,219,31,6,HE,5.13,4,92.45
10/04/2024,631,F3,154,56,4,HE,7.36,1,120.31
28/04/2024,9,M1,233,32,4,HN,2.13,3,67.37
09/04/2024,668,F2,20,2,5,HN,1.82,5,72.52
21/04/2024,503,F3,154,48,1,HE,3.5,1,77.47
24/04/2024,48,F2,118,56,7,HE,6.66,3,87.95
07/04/2024,743,F2,237,83,2,HE,3.48,3,79.52
12/04/2024,697,F2,8,69,7,HE,6.6,2,100.28
05/04/2024,456,M1,9,63,4,HE,2.97,2,32.07
28/04/2024,566,F2,237,7,5,HE,6.98,3,106.26
17/04/2024,501,M1,87,99,5,HE,5.29,3,26.93
19/04/2024,408,F3,74,2,3,HE,7.54,5,42.01
03/04/2024,41,M1,133,37,7,HE,3.49,3,72.13
19/04/2024,481,F3,96,73,3,HN,1.9,5,103.01
17/04/2024,607,F2,223,58,7,HN,7.09,1,67.46
06/04/2024,486,F3,248,93,7,HN,5.27,5,148.86
18/04/2024,377,F2,97,20,5,HE,4.71,1,77.86
11/04/2024,107,M1,233,77,4,HN,2.97,5,38.98
08/04/2024,414,F3,210,35,6,HE,3.92,1,77.07
12/04/2024,772,F3,213,12,7,HE,4.49,3,141.66
04/04/2024,857,M1,19,56,4,HN,6.57,4,26.42
19/04/2024,846,F2,239,30,3,HN,6.31,2,122.99
06/04/2024,249,F2,114,48,6,HE,6.79,4,54.75
29/04/2024,66,F2,142,74,7,HE,3.96,1,103.48
19/04/2024,368,M1,94,54,5,HN,4.63,3,115.06
13/04/2024,307,F2,180,56,3,HN,6.56,5,145.23
03/04/2024,33,F3,4,7,3,HN,5.9,2,13.07
17/04/2024,660,F2,155,86,6,HN,4.14,5,130.28
08/04/2024,106,F2,70,35,3,HE,6.31,4,30.41
13/04/2024,921,F2,92,59,3,HE,4.86,5,19.97
14/04/2024,317,F2,78,96,7,HE,5.96,4,53.22
28/04/2024,679,F3,95,68,2,HN,3.24,1,47.39
17/04/2024,10,F3,86,33,6,HE,3.85,5,86.48
27/04/2024,949,F2,250,27,2,HE,5.94,3,43.71
18/04/2024,102,M1,76,3,3,HN,4.85,4,103.6
12/04/2024,953,M1,111,11,6,HE,2.8,2,133.16
29/04/2024,718,F3,203,34,2,HN,6.57,1,84.16
17/04/2024,780,F2,212,36,2,HN,5.69,2,14.32
29/04/2024,747,F2,11,19,6,HE,3.73,2,43.37
18/04/2024,379,F3,169,24,7,HN,1.42,4,62.19
16/04/2024,442,F3,23,91,5,HE,1.33,4,131.97
11/04/2024,306,M1,249,5,6,HE,4.93,3,129.9
02/04/2024,65,F3,180,71,5,HN,7.23,3,5.03
28/04/2024,464,F3,66,7,2,HE,7.8,2,24.81
20/04/2024,335,F2,122,77,5,HN,5.8,2,28.68
18/04/2024,907,F3,73,22,2,HE,6.74,2,105.64
04/04/2024,948,F3,43,11,7,HE,4.13,2,32.72
12/04/2024,929,M1,2,96,7,HE,4.59,1,36.28
01/04/2024,876,M1,197,99,6,HE,5.41,5,68.3
10/04/2024,385,M1,82,94,6,HE,1.06,2,15.33
16/04/2024,812,F3,39,31,4,HE,7.33,5,58.11
19/04/2024,64,F2,134,74,7,HN,2.25,5,23.78
13/04/2024,945,F2,24,81,2,HN,5.19,2,82.94
11/04/2024,221,F2,202,11,6,HE,2.25,5,112.72
10/04/2024,845,M1,140,51,4,HN,4.92,5,111.32
24/04/2024,175,M1,244,6,3,HE,5.16,5,86.43
25/04/2024,793,F3,160,17,6,HN,1.45,4,118.02
08/04/2024,5,F3,88,46,6,HN,6.04,5,148.04
14/04/2024,955,M1,129,76,2,HN,6.96,3,142.29
04/04/2024,866,M1,250,49,3,HN,2.87,3,112.68
07/04/2024,427,F3,85,56,1,HN,6.61,4,36.23
02/04/2024,137,M1,200,81,3,HN,6.03,1,139.72
16/04/2024,745,F3,199,34,5,HN,4.73,4,144.88
28/04/2024,526,M1,58,7,7,HE,3.66,3,11.7
19/04/2024,25,M1,9,4,6,HE,6.79,4,88.54
01/04/2024,848,M1,85,29,1,HN,2.0,2,124.97
19/04/2024,169,M1,129,62,2,HN,6.32,3,23.7
29/04/2024,560,F3,149,17,4,HE,7.24,5,107.81
06/04/2024,140,M1,79,32,6,HE,3.25,4,25.7
12/04/2024,335,M1,170,72,6,HN,3.05,1,8.86
13/04/2024,778,M1,168,83,5,HN,2.92,5,43.6
19/04/2024,133,F2,161,40,3,HE,6.36,1,20.42
06/04/2024,904,F3,241,23,6,HE,3.61,3,78.41
22/04/2024,325,F3,88,68,2,HE,1.18,3,60.99
14/04/2024,522,F3,249,32,2,HN,5.94,4,20.08
19/04/2024,897,F2,130,34,4,HE,3.33,5,131.9
